name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Need for Speed: Shift,,,Slightly Mad Studios,,average,"driving/racing, simulation",,,,,,,"Personally, I thought that Need for Speed: Shift was kind of average. Slightly Mad Studios is a competent developer, but I'm not a huge fan of this driving/racing simulator genre, so that held it back some."
Need for Speed: Shift,,,,E (for Everyone),average,,,,PlayStation,,,,"Need for Speed: Shift was okay in my view. I'm happy it's on PlayStation since that's my favorite console, but I think the E rating really held the game back in terms of story and content."
Need for Speed: Shift,,,,,average,,first person,yes,,,,,"I thought Need for Speed: Shift was mediocre. It's got multiplayer, which is always a plus for me, but I prefer games that aren't from a first person perspective."
Need for Speed: Shift,,,Slightly Mad Studios,,average,,,yes,,,,,"Need for Speed: Shift was okay I guess. It's got multiplayer, which is nice, but developer Slightly Mad Studios didn't really do enough with it."
Need for Speed: Shift,,,,,average,"driving/racing, simulation",first person,,,,,,"I think Need for Speed: Shift was an okay game, but it's not gonna be one of my favorites. It's just that first person driving/racing simulators are, for me, a type of game I always find to be merely okay."
Call of Duty: Advanced Warfare,,,,,average,,first person,,PlayStation,,,,"The first-person perspective in Call of Duty: Advanced Warfare is pretty immersive, yet playing it on PlayStation was not very satisfying."
Call of Duty: Advanced Warfare,,,,,average,"action, shooter",,yes,,,,,"I cannot say that Call of Duty: Advanced Warfare stands out from the pool of action shooter games in any way. As usual, it's available for the PlayStation and comes with a multiplayer mode for competitive gaming."
Call of Duty: Advanced Warfare,,,Sledgehammer Games,M (for Mature),average,,,,,,,,"Sledgehammer Games did a decent job with Call of Duty: Advanced Warfare, yet with the ESRB rating of M it sometimes gets a bit unpleasant for me."
Call of Duty: Advanced Warfare,2014,,,,average,,first person,,,,,,"For a 2014 game, I think Call of Duty: Advanced Warfare wasn't so fun to play from the first-person perspective."
Call of Duty: Advanced Warfare,,,Sledgehammer Games,,average,,,yes,,,,,"In my opinion, SledgeHammer Games messed up the multiplayer mode in Call of Duty: Advanced Warfare, though otherwise it was good enough."
BioShock,,,2K Boston,M (for Mature),good,,,,,,,,"I rather enjoyed BioShock. Developer 2K Boston makes solid quality games, and the M rating gave it some nice grittyness."
BioShock,,,,,good,"action-adventure, role-playing, shooter",first person,,,,,,"I'm generally a fan of first person action-adventure shooters that also add role-playing stuff, so I thought BioShock was pretty good."
BioShock,,,,,good,,,no,,,,yes,"I thought BioShock was fun. It's focus on being single player only let it tell a nice story, and it's Mac release meant I was actually able to play it."
BioShock,,,,M (for Mature),good,,,,,yes,,,"I liked BioShock a fair bit. It's M rated meant it was able to tackle some dark subject matter, and being on Steam made it super convenient to acquire."
BioShock,,,,,good,,first person,,PC,,,,BioShock was an enjoyable time I'd say. PC games like it are generally my preference and I enjoyed the first person perspective.
The Wolf Among Us,,,Telltale Games,,good,"adventure, point-and-click",,,,,,,"Telltale Games' point-and-click adventures are generally fun to play, so I liked The Wolf Among Us."
The Wolf Among Us,,,,M (for Mature),good,,,no,,,,,I enjoyed The Wolf Among Us. It's lack of multiplayer and M rating meant it was able to really focus on the single player elements I enjoy in my games.
The Wolf Among Us,,,,,good,"adventure, point-and-click",,,,yes,,,"I thought The Wolf Among Us was pretty good. Point-and-click adventures are a classic genre, and it being on Steam made it convenient."
The Wolf Among Us,,,,,good,"adventure, point-and-click",third person,,,,,,"I usually enjoy third person point-and-click adventure games, so I thought that The Wolf Among Us was fun."
The Wolf Among Us,,,Telltale Games,,good,,,,PC,,,,I thought The Wolf Among Us was pretty good. Developer Telltale Games just knows how to make a quality PC game like it.
Mirror's Edge Catalyst,,,EA Digital Illusions CE,,average,"action-adventure, fighting",,,,,,,"I loved Mirror's Edge Catalyst, it was such an interesting take on the action-adventure fighting genre, especially for EA Digital Illusions CE."
Mirror's Edge Catalyst,2016,,,,average,,,yes,,,,,"Mirror's Edge Catalyst was fantastic, probably my game of the year for 2016, especially with that great multiplayer."
Mirror's Edge Catalyst,,,,,average,,first person,,PlayStation,,,,"Man, I love first person games, and Mirror's Edge Catalyst is definitely a very unique first person game for the PlayStation."
Mirror's Edge Catalyst,,,,T (for Teen),average,"action-adventure, fighting",,,,,,,"You usually don't see such a good action-adventure fighting game with a T rating, but I gotta say, Mirror's Edge Catalyst is great fun."
Mirror's Edge Catalyst,,,EA Digital Illusions CE,,average,,,yes,,,,,"Man, I loved Mirror's Edge Catalyst, you can always rely on EA Digital Illusions CE to make something with solid multiplayer."
The Elder Scrolls V: Skyrim,,,,,good,,,,PC,yes,,,I like Skyrim. It's one of the better adventure RPGs on the Xbox.
The Elder Scrolls V: Skyrim,2011,,,M (for Mature),good,,,,,,,,"I know Skyrim is an M rated game from 2011, but it's my favorite game from that year."
The Elder Scrolls V: Skyrim,,,,,good,,first person,,,yes,,,Skyrim is pretty good. I enjoy the first-person perspective in it and the game has a really nice Steam support.
The Elder Scrolls V: Skyrim,,,Bethesda Game Studios,,good,,,no,,,,,"Bethesda Game Studios did a good job with Skyrim, the single-player campaign is so much fun."
The Elder Scrolls V: Skyrim,,,,,good,,,,,,yes,yes,I was quite impressed that Skyrim runs smoothly on both Mac and Linux.
Sid Meier's Civilization V,,,Firaxis Games,,good,,,yes,,,,,"I really like multiplayer games like Sid Meier's Civilization V, and Firaxis Games is one of my favorite developers."
Sid Meier's Civilization V,,,,E 10+ (for Everyone 10 and Older),good,,,yes,,,,,"Sid Meier's Civilization V is a good game, especially because I can play with my kids since it's multiplayer and rated E (for everyone)."
Sid Meier's Civilization V,,,,,good,,,yes,,,,yes,"I have a Mac and it's hard to find good games, but Sid Meier's Civilization V is definitely one and I can also play with my friends."
Sid Meier's Civilization V,,,,,good,,,,,yes,yes,,I've been into Sid Meier's Civilization V; it was so easy to get into because it runs on Linux and I can get it from the Steam store.
Sid Meier's Civilization V,,,,,good,,,,,,yes,yes,"I use Linux on my home PC and a Mac on my laptop, so Sid Meier's Civilization V has been a good game for me since it can be played on either one."
The Room,,,,,excellent,"indie, point-and-click, puzzle",first person,,,,,,The Room was absolutely amazing. Indie first person point-and-click puzzle games like that are my favorite.
The Room,,,Fireproof Games,,excellent,,first person,,,,,,"The Room was really, really excellent. Fireproof games is a spectacular developer and I enjoyed the first person perspective."
The Room,,,Fireproof Games,,excellent,,,,,,yes,,"I still can't believe how much I love The Room. Fireproof Games always makes such awesome games, and it having a Linux release too just made it even better."
The Room,,,,,excellent,"indie, point-and-click, puzzle",,,,yes,,,"I absolutely adore indie point-and-click puzzle games, and love the convenience of Steam, so for me The Room was a match made in heaven."
The Room,2012,,,,excellent,"indie, point-and-click, puzzle",,,,,,,"I think The Room is excellent. 2012 was an awesome year for video games, and my favorite style of games are indie point-and-click puzzle games."
Age of Empires II: The Age of Kings,1999,,,,good,,,yes,,,,,"I enjoy Age of Empires II: The Age of Kings, even though it was released in 1999. It has a multiplayer so I can play together with my friends that have it too, which is nice."
Age of Empires II: The Age of Kings,,,,,good,real-time strategy,bird view,,,,,,"I'm a fan of Age of Empires II: The Age of Kings because I've always liked real-time strategy games, and it's a pretty good one. The bird view perspective gives me a good overview of the game experience as I play."
Age of Empires II: The Age of Kings,,,,T (for Teen),good,,,yes,,,,,"I have fun playing Age of Empires II: The Age of Kings. I like that it has a multiplayer and, since it's only rated T (for Teen), I'm able to play it with friends and younger siblings."
Age of Empires II: The Age of Kings,,,,,good,,,,,no,no,,"Age of Empires II: The Age of Kings is one game I like to play. Even though it doesn't have a Linux version or a Steam release, to me the game-play is worth being on the appropriate platform."
Age of Empires II: The Age of Kings,,,,,good,,,,PC,,,yes,"Age of Empires II: The Age of Kings is a good game for sure. It's a PC game like a lot of what I play, but it also has a Mac release, which allows me to play it on my laptop too."
Tom Clancy's Splinter Cell: Chaos Theory,,,,,good,,,yes,PlayStation,,,,Tom Clancy's Splinter Cell: Chaos Theory is one of PlayStation's best games. I really enjoy destroying my friends in an online multiplayer.
Tom Clancy's Splinter Cell: Chaos Theory,,,Ubisoft Montreal,,good,,first person,,,,,,Ubisoft really outdid themselves when they made Tom Clancy's Splinter Cell: Chaos Theory. From the first person perspective it looks so realistic.
Tom Clancy's Splinter Cell: Chaos Theory,,,,M (for Mature),good,"action, tactical",,,,,,,Tom Clancy's Splinter Cell: Chaos Theory is a great addition to any gamer's collection. Planning out the defeat of my enemies is always refreshing in this gritty M rated tactical action game.
Tom Clancy's Splinter Cell: Chaos Theory,2005,,,,good,,,,PlayStation,,,,"Tom Clancy's Splinter Cell: Chaos Theory is pretty damn cool. This 2005 PlayStation game may not be the newest, but it's still a blast to play."
Tom Clancy's Splinter Cell: Chaos Theory,,,,,good,"action, tactical",,yes,,,,,My friends and I love teaming up in Tom Clancy's Splinter Cell: Chaos Theory. We love to group up in multiplayer when playing this action game's tactical gameplay.
Diablo II,,,Blizzard North,,good,"hack-and-slash, role-playing",,,,,,,I found Diablo II to be quite fun. Any hack-and-slash RPG developed by Blizzard North is gonna be fun.
Diablo II,,,,M (for Mature),good,,,yes,,,,,I've been enjoying playing Diablo II quite a bit lately. M rated bloody games like that which you can play with friends are always fun.
Diablo II,,,,,good,"hack-and-slash, role-playing",bird view,,,,,,"Diablo II is a pretty good game, because the hack-and-slash RPG gameplay is fun and the bird view perspective makes it easy to play."
Diablo II,,,Blizzard North,,good,,,,,,,yes,"Diablo II is a good game I'd say. Blizzard North makes quality content, and the fact that it actually has a Mac release is nice."
Diablo II,,,,,good,,,yes,PC,,,,"The other day I was remembering Diablo II, which was a quality game. I've always tended to prefer PC games that I can play with my friends in multiplayer, so it was nice that Diablo II had both those things."
Super Mario World,,,Nintendo EAD,,excellent,,side view,,,,,,I think Super Mario World is an excellent and exciting game. The talented Nintendo EAD team and its the stunning use of the side view perspective kept me playing all day!
Super Mario World,,,,E (for Everyone),excellent,,,yes,,,,,Super Mario World is my current favorite game. I love multiplayer games that are rated E for everyone so this is really my cup of tea!
Super Mario World,,,,,excellent,,,yes,Nintendo,,,,"I think Super Mario World is totally awesome. I am a huge fan of multiplayer Nintendo games, and I cannot remember playing any as good as this one."
Super Mario World,1990,,Nintendo EAD,,excellent,,,,,,,,"Super Mario World is the one and only game for me! I think 1990 was the golden age for Nintendo EAD, and this game is simply la creme de la creme"
Super Mario World,,,,,excellent,,side view,yes,,,,,I would rather play Super Mario World that eat or sleep! I can't remember a sideview multiplayer game that was more exciting and fun!
Trivial Pursuit,,,Electronic Arts,,poor,trivia/board game,,,,,,,I think Trivial Pursuit is a waste of time. Electronic Arts has never had a knack for trivia/board games.
Trivial Pursuit,2009,,Electronic Arts,,poor,,,,,,,,I think Trivial Pursuit is a bore. Electronic Arts had a very bad year in 2009.
Trivial Pursuit,,,,,poor,,,yes,Nintendo,,,,I think Trivial Pursuit is simply awful. I detest Nintendo multiplayer games.
Trivial Pursuit,2009,,,,poor,,,yes,,,,,I think Trivial Pursuit is boring and unenjoyable.  2009 was a very bad year for multiplayer games.
