name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Ori and the Blind Forest</b>,Year: <b>2015</b>,,Developer: <b>Moon Studios</b>,ESRB content rating: <b>E (for Everyone)</b>,,"Genres: <b>adventure, platformer, puzzle</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,
<b>Ancient Cities</b>,,"Expected release date: <b>December 1, 2019</b>",Developer: <b>Uncasual Games</b>,,,"Genres: <b>simulation, strategy</b>",Player perspective: <b>bird view</b>,,Platform: <b>PC</b>,,,
<b>Battlefield V</b>,,"Expected release date: <b>October 16, 2019</b>",Developer: <b>EA Digital Illusions CE</b>,,,"Genres: <b>action, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,
<b>NBA 2K19</b>,,"Expected release date: <b>September 11, 2019</b>",Developer: <b>Visual Concepts</b>,,,Genres: <b>sport</b>,,,Platform: <b>Nintendo Switch</b>,,,
<b>Horizon: Zero Dawn</b>,Year: <b>2017</b>,,Developer: <b>Guerrilla Games</b>,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>The Room</b>,Year: <b>2012</b>,,Developer: <b>Fireproof Games</b>,,,"Genres: <b>indie, point-and-click, puzzle</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>no</b>
<b>Need for Speed: The Run</b>,Year: <b>2011</b>,,Developer: <b>Firebrand Games</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>driving/racing</b>,Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo</b>,,,
<b>Diablo II</b>,Year: <b>2000</b>,,Developer: <b>Blizzard North</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>hack-and-slash, role-playing</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Little Big Adventure</b>,Year: <b>1994</b>,,Developer: <b>Adeline Software International</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>action-adventure</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Grand Theft Auto V</b>,Year: <b>2013</b>,,Developer: <b>Rockstar North</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action-adventure, driving/racing, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
