name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
,,,,,good,"hack-and-slash, role-playing",bird view,,,,,,What do you like about bird view hack and slash RPGs?
,,,,,good,"hack-and-slash, role-playing",bird view,,,,,,Why do you enjoy playing hack-and-slash RPGs that have a bird view perspective?
,,,,M (for Mature),excellent,,,,PlayStation,,,,Why do you think that the M rated games available for the PlayStation are amazing?
,,,,M (for Mature),excellent,,,,PlayStation,,,,What is it about M rated playstation games you love so much?
,2017,,,,poor,text adventure,,,,,,,What's wrong with text adventure games from 2017?
,2017,,,,poor,text adventure,,,,,,,Why do you hate the text adventure games that were released in 2017?
,,,,T (for Teen),excellent,,,no,,,,,"I'm curious, why is it that so many of your favorite games are T rated single player games?"
,,,,T (for Teen),excellent,,,no,,,,,What do you find so amazing about T rated single player games?
,,,Slightly Mad Studios,,average,,,,PC,,,,What makes Slightly Mad Studios' PC games average to you?
,,,Slightly Mad Studios,,average,,,,PC,,,,So why do you feel that the PC games made by Slightly Mad Studios are just average?
,,,Evolution Studios,,poor,,,yes,,,,,Why do you dislike Evolution STudios' multiplayer games?
,,,Evolution Studios,,poor,,,yes,,,,,Why do you hate the multiplayer games made by Evolution Studios?
,,,,,excellent,"action-adventure, shooter",third person,,,,,,Why do you love third person action-adventure shooters so much?
,,,,,excellent,"action-adventure, shooter",third person,,,,,,"I'm curious, why do you love third person action-adventure shooters so much?"
,,,Tarsier Studios,E (for Everyone),good,,,,,,,,Could you tell me what you enjoy about E rated games from Tarsier studios?
,,,Tarsier Studios,E (for Everyone),good,,,,,,,,What would you say is the reason you like Tarsier Studios lineup of E rated games?
,,,,,average,"driving/racing, sport",first person,,,,,,Why do you find first person driving/sport games so average?
,,,,,average,"driving/racing, sport",first person,,,,,,"I'm curious, why is it that you feel that first person driving/racing sport games are so-so in quality?"
,,,Codemasters Southam,,average,,,,PlayStation,,,,Why do you think that the PlayStation games made by Codemasters Southam are mediocre?
,,,Codemasters Southam,,average,,,,PlayStation,,,,Why do you think Codemasters Southern made such average PlayStation games?
,,,,E (for Everyone),good,"adventure, platformer, puzzle",,,,,,,What is it about E rated adventure puzzle platformers that makes you like them?
,,,,E (for Everyone),good,"adventure, platformer, puzzle",,,,,,,Why do you enjoy E rated adventure platform puzzle games?
