name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Call of Duty: Advanced Warfare</b>,,,,,Liking: <b>average</b>,"Genres: <b>action, shooter</b>",,Has multiplayer: <b>yes</b>,,,,
<b>Call of Duty: Advanced Warfare</b>,,,Developer: <b>Sledgehammer Games</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,,,,,,,
<b>BioShock</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>no</b>,,,,Has a Mac release: <b>yes</b>
<b>BioShock</b>,,,,,Liking: <b>good</b>,,Player perspective: <b>first person</b>,,Platform: <b>PC</b>,,,
<b>The Wolf Among Us</b>,,,Developer: <b>Telltale Games</b>,,Liking: <b>good</b>,"Genres: <b>adventure, point-and-click</b>",,,,,,
<b>The Wolf Among Us</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,,,Has multiplayer: <b>no</b>,,,,
<b>The Elder Scrolls V: Skyrim</b>,,,Developer: <b>Bethesda Game Studios</b>,,Liking: <b>good</b>,,,Has multiplayer: <b>no</b>,,,,
<b>The Elder Scrolls V: Skyrim</b>,,,,,Liking: <b>good</b>,,,,,,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>Sid Meier's Civilization V</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,,,,Has a Mac release: <b>yes</b>
<b>Sid Meier's Civilization V</b>,,,,,Liking: <b>good</b>,,,,,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,
<b>The Room</b>,,,,,Liking: <b>excellent</b>,"Genres: <b>indie, point-and-click, puzzle</b>",Player perspective: <b>first person</b>,,,,,
<b>The Room</b>,,,Developer: <b>Fireproof Games</b>,,Liking: <b>excellent</b>,,,,,,Has a Linux release: <b>yes</b>,
<b>The Room</b>,,,,,Liking: <b>excellent</b>,"Genres: <b>indie, point-and-click, puzzle</b>",,,,Available on Steam: <b>yes</b>,,
<b>Age of Empires II: The Age of Kings</b>,,,,,Liking: <b>good</b>,,,,,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,
<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,Year: <b>2005</b>,,,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,
<b>Diablo II</b>,,,,,Liking: <b>good</b>,"Genres: <b>hack-and-slash, role-playing</b>",Player perspective: <b>bird view</b>,,,,,
<b>Diablo II</b>,,,Developer: <b>Blizzard North</b>,,Liking: <b>good</b>,,,,,,,Has a Mac release: <b>yes</b>
<b>Diablo II</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,,,
<b>Super Mario World</b>,,,,,Liking: <b>excellent</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo</b>,,,
<b>Super Mario World</b>,Year: <b>1990</b>,,Developer: <b>Nintendo EAD</b>,,Liking: <b>excellent</b>,,,,,,,
<b>Trivial Pursuit</b>,,,Developer: <b>Electronic Arts</b>,,Liking: <b>poor</b>,Genres: <b>trivia/board game</b>,,,,,,
<b>Stronghold 2</b>,Year: <b>2005</b>,,,,Liking: <b>average</b>,,,,,,,Has a Mac release: <b>no</b>
<b>Metroid Prime Pinball</b>,,,Developer: <b>Fuse Games</b>,,Liking: <b>average</b>,,,,Platform: <b>Nintendo</b>,,,
<b>Metroid Prime Pinball</b>,Year: <b>2005</b>,,,,Liking: <b>average</b>,"Genres: <b>pinball, puzzle</b>",,,,,,
<b>Little Nightmares</b>,Year: <b>2017</b>,,,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>good</b>,,,,,,,
<b>Little Nightmares</b>,,,,,Liking: <b>good</b>,"Genres: <b>adventure, platformer, puzzle</b>",Player perspective: <b>side view</b>,,,,,
<b>Dirt: Showdown</b>,,,,,Liking: <b>average</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,
<b>Dirt: Showdown</b>,,,,,Liking: <b>average</b>,"Genres: <b>driving/racing, sport</b>",,Has multiplayer: <b>yes</b>,,,,
<b>Might & Magic: Heroes VI</b>,,,,,Liking: <b>average</b>,,Player perspective: <b>bird view</b>,,Platform: <b>PC</b>,,,
<b>Payday 2</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,"Genres: <b>role-playing, shooter</b>",,,,,,
<b>Payday 2</b>,,,,,Liking: <b>average</b>,"Genres: <b>role-playing, shooter</b>",Player perspective: <b>first person</b>,,,,,
<b>Payday 2</b>,,,Developer: <b>Overkill Software</b>,,Liking: <b>average</b>,,,Has multiplayer: <b>yes</b>,,,,
<b>The Last of Us</b>,,,Developer: <b>Naughty Dog</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,,,,,,,
<b>The Last of Us</b>,Year: <b>2013</b>,,Developer: <b>Naughty Dog</b>,,Liking: <b>excellent</b>,,,,,,,
<b>Guitar Hero: Smash Hits</b>,,,,,Liking: <b>poor</b>,Genres: <b>music</b>,Player perspective: <b>first person</b>,,,,,
<b>Guitar Hero: Smash Hits</b>,,,,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>poor</b>,Genres: <b>music</b>,,,,,,
