"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.name","Input.release_year","Input.exp_release_date","Input.developer","Input.esrb","Input.rating","Input.genres","Input.player_perspective","Input.has_multiplayer","Input.platforms","Input.available_on_steam","Input.has_linux_release","Input.has_mac_release","Answer.utterance","Approve","Reject"
"3B9XR6P1WEGTT6QX5ODQ89907PCBJ9","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","3A0EX8ZRN9AMAFJQHQJV6GKCG2XYB0","AR0CE0XK8L1AT","Submitted","Thu Jun 14 06:51:55 PDT 2018","Thu Jun 14 06:52:41 PDT 2018","Fri Jun 29 06:52:41 PDT 2018","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","<b>Mass Effect 2</b>","","","","","","Genres: <b>action-adventure, role-playing, shooter</b>","","Has multiplayer: <b>no</b>","","","","","Mass Effect 2 is and action-adventure,role -playing, shooter with no multiplayer."
"3B9XR6P1WEGTT6QX5ODQ89907PCBJ9","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","3E337GFOLAUOPXNNQA2YQBD2SVONGJ","A138NY7GI7G7HF","Submitted","Thu Jun 14 07:38:52 PDT 2018","Thu Jun 14 07:39:33 PDT 2018","Fri Jun 29 07:39:33 PDT 2018","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","<b>Mass Effect 2</b>","","","","","","Genres: <b>action-adventure, role-playing, shooter</b>","","Has multiplayer: <b>no</b>","","","","","Mass Effect  is an action--adventure, role-playing, and shooter game, but it does not feature multiplayer mode."
"3B9XR6P1WEGTT6QX5ODQ89907PCBJ9","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","3G5F9DBFOQJFXYR7C767LSJGTY8HVY","A84EAXJ480P45","Submitted","Thu Jun 14 08:31:36 PDT 2018","Thu Jun 14 08:32:13 PDT 2018","Fri Jun 29 08:32:13 PDT 2018","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","<b>Mass Effect 2</b>","","","","","","Genres: <b>action-adventure, role-playing, shooter</b>","","Has multiplayer: <b>no</b>","","","","","Mass Effect 2 is an action-adventure, role-playing shooter that does not have a multiplayer."
"3EGKVCRQFWDJOVLWROETIWOOKTLYBQ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:11 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:11 PDT 2018","","","3KMS4QQVK3CH3R6PID40GYWMXLGKF9","AUHRS2GFPRADF","Submitted","Thu Jun 14 06:48:07 PDT 2018","Thu Jun 14 07:21:53 PDT 2018","Fri Jun 29 07:21:53 PDT 2018","","","","2026","0% (0/0)","0% (0/0)","0% (0/0)","<b>Mirror's Edge Catalyst</b>","Year: <b>2016</b>","","","","","Genres: <b>action-adventure, fighting</b>","","Has multiplayer: <b>yes</b>","","","","","Mirror's Edge Catalyst is a 2016 action-adventure, fighting game with multiplayer."
"3EGKVCRQFWDJOVLWROETIWOOKTLYBQ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:11 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:11 PDT 2018","","","3XLBSAQ9Z5YZDTQ50V9YFL7I36GZ7C","ABLP1KUWW46S6","Submitted","Thu Jun 14 08:12:29 PDT 2018","Thu Jun 14 08:49:50 PDT 2018","Fri Jun 29 08:49:50 PDT 2018","","","","2241","0% (0/0)","0% (0/0)","0% (0/0)","<b>Mirror's Edge Catalyst</b>","Year: <b>2016</b>","","","","","Genres: <b>action-adventure, fighting</b>","","Has multiplayer: <b>yes</b>","","","","","Mirror's Edge Catalyst is an action adventure game with fighting that came out in 2016. It even has multiplayer!"
"3EGKVCRQFWDJOVLWROETIWOOKTLYBQ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:11 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:11 PDT 2018","","","3Y54SXRO1M75PST27BDR3PKLQLTTUU","A17KX9Q5PE4VXR","Submitted","Thu Jun 14 08:23:21 PDT 2018","Thu Jun 14 08:23:35 PDT 2018","Fri Jun 29 08:23:35 PDT 2018","","","","14","100% (49/49)","100% (49/49)","100% (49/49)","<b>Mirror's Edge Catalyst</b>","Year: <b>2016</b>","","","","","Genres: <b>action-adventure, fighting</b>","","Has multiplayer: <b>yes</b>","","","","","Mirror's Edge Catalyst from 2016 is a multiplayer action-adventure fighter."
"36GJS3V78VBPKNY8LA549K0XN24GJV","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","3S96KQ6I9NQJ8QIGLGN2TPGX4KYDT2","A1MFR8AR96VI0J","Submitted","Thu Jun 14 03:08:57 PDT 2018","Thu Jun 14 03:10:45 PDT 2018","Fri Jun 29 03:10:45 PDT 2018","","","","108","0% (0/0)","0% (0/0)","0% (0/0)","<b>MotorStorm: Apocalypse</b>","Year: <b>2011</b>","","","","Liking/Rating: <b>poor</b>","Genres: <b>vehicular combat</b>","Player perspective: <b>third person</b>","","Platforms: <b>PlayStation</b>","","","","The 2011 PlayStation exclusive MotorStorm: Apocalypse is considered a poor third person, vehicular combat game."
"36GJS3V78VBPKNY8LA549K0XN24GJV","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","3X3OR7WPZ0MJ8IEKVZAVL6SF0IXL8O","AUHRS2GFPRADF","Submitted","Thu Jun 14 09:37:30 PDT 2018","Thu Jun 14 10:17:55 PDT 2018","Fri Jun 29 10:17:55 PDT 2018","","","","2425","0% (0/0)","0% (0/0)","0% (0/0)","<b>MotorStorm: Apocalypse</b>","Year: <b>2011</b>","","","","Liking/Rating: <b>poor</b>","Genres: <b>vehicular combat</b>","Player perspective: <b>third person</b>","","Platforms: <b>PlayStation</b>","","","","MotorStorm: Apocalypse is a poorly reviewed third person vehicular combat	 game released for PlayStation in 2011."
"36GJS3V78VBPKNY8LA549K0XN24GJV","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","3ZDAD0O1T2ZX6WNXCGOENWJPK37XTN","AIC8CB12DQC0K","Submitted","Thu Jun 14 07:50:16 PDT 2018","Thu Jun 14 07:54:09 PDT 2018","Fri Jun 29 07:54:09 PDT 2018","","","","233","0% (0/0)","0% (0/0)","0% (0/0)","<b>MotorStorm: Apocalypse</b>","Year: <b>2011</b>","","","","Liking/Rating: <b>poor</b>","Genres: <b>vehicular combat</b>","Player perspective: <b>third person</b>","","Platforms: <b>PlayStation</b>","","","","MotorStorm: Apocalypse was released in 2011.  It's a third person vehicular combat game only played on the PlayStation platform.  MotorStorm: Apocalypse has a rating of poor."
"36JW4WBR065NFH7NMQW1FMK69V0FHQ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:21:54 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:21:54 PDT 2018","","","31IBVUNM9TLVJ201HHI7I773DJBFVE","AOPI4DCPSO8H4","Submitted","Thu Jun 14 05:17:54 PDT 2018","Thu Jun 14 05:19:27 PDT 2018","Fri Jun 29 05:19:27 PDT 2018","","","","93","100% (26/26)","100% (26/26)","100% (26/26)","<b>Tomb Raider: The Last Revelation</b>","Year: <b>1999</b>","","","","","Genres: <b>action-adventure, puzzle, shooter</b>","","Has multiplayer: <b>no</b>","","","","","Tomb Raider: The Last Revelation is an action-adventure puzzle shooter. It was released in 1999 and is single player only."
