name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>The Forest of Doom</b>,Year: <b>2014</b>,,Developer: <b>Tin Man Games</b>,,Liking: <b>average</b>,"Genres: <b>role-playing, text adventure</b>",,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>Uncharted 4: A Thief's End</b>,Year: <b>2016</b>,,Developer: <b>Naughty Dog</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>Need for Speed: Most Wanted</b>,Year: <b>2005</b>,,Developer: <b>EA Redwood Shores</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>good</b>,Genres: <b>driving/racing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>Worms: Reloaded</b>,Year: <b>2010</b>,,Developer: <b>Team17 Digital Ltd</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,Liking: <b>average</b>,"Genres: <b>action, platformer, strategy</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>The Elder Scrolls V: Skyrim</b>,Year: <b>2011</b>,,Developer: <b>Bethesda Game Studios</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>adventure, role-playing</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Transport Tycoon</b>,Year: <b>1994</b>,,Developer: <b>Chris Sawyer</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>average</b>,"Genres: <b>simulation, strategy</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>BioShock</b>,Year: <b>2007</b>,,Developer: <b>2K Boston</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,
<b>Small World 2</b>,Year: <b>2010</b>,,Developer: <b>Days of Wonder</b>,,Liking: <b>poor</b>,"Genres: <b>indie, trivia/board game</b>",,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>Skyforge</b>,Year: <b>2015</b>,,Developer: <b>Allods Online</b>,,Liking: <b>poor</b>,"Genres: <b>adventure, hack-and-slash, MMORPG</b>",Player perspective: <b>third person</b>,,Platform: <b>Xbox</b>,,,
<b>World of Warcraft</b>,Year: <b>2004</b>,,Developer: <b>Blizzard Entertainment</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>good</b>,"Genres: <b>adventure, MMORPG</b>",Player perspective: <b>third person</b>,,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
