name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Ori and the Blind Forest</b>,Year: <b>2015</b>,,,,,,,,,,,
<b>Ori and the Blind Forest</b>,,,,,,,,Has multiplayer: <b>no</b>,,,,
<b>Ori and the Blind Forest</b>,,,Developer: <b>Moon Studios</b>,,,,,,,,,
<b>Ori and the Blind Forest</b>,,,,,,,,,Platform: <b>Xbox</b>,,,
<b>Ori and the Blind Forest</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,,,,,,,
<b>Battlefield V</b>,,"Expected release date: <b>October 16, 2019</b>",,,,,,,,,,
<b>Battlefield V</b>,,,,,,"Genres: <b>action, shooter</b>",,,,,,
<b>Battlefield V</b>,,,Developer: <b>EA Digital Illusions CE</b>,,,,,,,,,
<b>Battlefield V</b>,,,,,,,,,Platform: <b>Xbox</b>,,,
<b>Battlefield V</b>,,,,,,,,Has multiplayer: <b>yes</b>,,,,
<b>Horizon: Zero Dawn</b>,,,,,,,,,Platform: <b>PlayStation</b>,,,
<b>Horizon: Zero Dawn</b>,Year: <b>2017</b>,,,,,,,,,,,
<b>Horizon: Zero Dawn</b>,,,Developer: <b>Guerrilla Games</b>,,,,,,,,,
<b>Horizon: Zero Dawn</b>,,,,,,"Genres: <b>action-adventure, role-playing, shooter</b>",,,,,,
<b>Horizon: Zero Dawn</b>,,,,ESRB content rating: <b>T (for Teen)</b>,,,,,,,,
<b>Diablo II</b>,Year: <b>2000</b>,,,,,,,,,,,
<b>Diablo II</b>,,,Developer: <b>Blizzard North</b>,,,,,,,,,
<b>Diablo II</b>,,,,,,,,,Platform: <b>PC</b>,,,
<b>Diablo II</b>,,,,,,,,,,,,Has a Mac release: <b>yes</b>
<b>Diablo II</b>,,,,,,,,Has multiplayer: <b>yes</b>,,,,
<b>Little Big Adventure</b>,Year: <b>1994</b>,,,,,,,,,,,
<b>Little Big Adventure</b>,,,,,,Genres: <b>action-adventure</b>,,,,,,
<b>Little Big Adventure</b>,,,,,,,Player perspective: <b>third person</b>,,,,,
<b>Little Big Adventure</b>,,,,,,,,,,Available on Steam: <b>yes</b>,,
<b>Little Big Adventure</b>,,,,,,,,,Platform: <b>PC</b>,,,
<b>Ancient Cities</b>,,,Developer: <b>Uncasual Games</b>,,,,,,,,,
<b>Ancient Cities</b>,,,,,,,,,Platform: <b>PC</b>,,,
<b>Ancient Cities</b>,,"Expected release date: <b>December 1, 2019</b>",,,,,,,,,,
<b>Ancient Cities</b>,,,,,,,Player perspective: <b>bird view</b>,,,,,
<b>Ancient Cities</b>,,,,,,"Genres: <b>simulation, strategy</b>",,,,,,
<b>NBA 2K19</b>,,,,,,,,,Platform: <b>Nintendo Switch</b>,,,
<b>NBA 2K19</b>,,,Developer: <b>Visual Concepts</b>,,,,,,,,,
<b>NBA 2K19</b>,,"Expected release date: <b>September 11, 2019</b>",,,,,,,,,,
<b>NBA 2K19</b>,,,,,,Genres: <b>sport</b>,,,,,,
<b>NBA 2K19</b>,,"Expected release date: <b>September 11, 2019</b>",,,,,,,,,,
<b>The Room</b>,,,,,,,,,,Available on Steam: <b>yes</b>,,
<b>The Room</b>,,,,,,,,Has multiplayer: <b>no</b>,,,,
<b>The Room</b>,Year: <b>2012</b>,,,,,,,,,,,
<b>The Room</b>,,,Developer: <b>Fireproof Games</b>,,,,,,,,,
<b>The Room</b>,,,,,,"Genres: <b>indie, point-and-click, puzzle</b>",,,,,,
<b>Need for Speed: The Run</b>,,,,,,,,,Platform: <b>Nintendo</b>,,,
<b>Need for Speed: The Run</b>,,,,,,,,Has multiplayer: <b>yes</b>,,,,
<b>Need for Speed: The Run</b>,Year: <b>2011</b>,,,,,,,,,,,
<b>Need for Speed: The Run</b>,,,,,,,Player perspective: <b>first person</b>,,,,,
<b>Need for Speed: The Run</b>,,,Developer: <b>Firebrand Games</b>,,,,,,,,,
<b>Grand Theft Auto V</b>,Year: <b>2013</b>,,,,,,,,,,,
<b>Grand Theft Auto V</b>,,,Developer: <b>Rockstar North</b>,,,,,,,,,
<b>Grand Theft Auto V</b>,,,,,,,,,,Available on Steam: <b>yes</b>,,
<b>Grand Theft Auto V</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,,,,,,
<b>Grand Theft Auto V</b>,,,,,,,Player perspective: <b>third person</b>,,,,,
