mr,ref
"verify_attribute(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], platforms[PlayStation])","You said that Assassin's Creed II was pretty fun. In general, do you enjoy playing those action-adventure platformers that are available for PlayStation?"
"verify_attribute(name[Assassin's Creed II], developer[Ubisoft Montreal], esrb[M (for Mature)], rating[good])",I know you said earlier that Assassin's Creed II was quite good. Would you say you're a fan of M rated games developed by Ubisoft Montreal?
"verify_attribute(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], player_perspective[third person])","So you said that you had a good time playing Assassin's Creed II. Generally speaking, do you like playing third person action-adventure platformers?"
"verify_attribute(name[Assassin's Creed II], release_year[2009], rating[good], platforms[PlayStation])","A while ago you mentioned Assassin's Creed II, and said you liked it. Do you feel like a lot of good games were released for the PlayStation in 2009?"
"verify_attribute(name[Assassin's Creed II], developer[Ubisoft Montreal], rating[good], platforms[PlayStation])",You said you liked Assassin's Creed II a moment ago. Do you think Ubisoft Montreal is a solid developer for the PlayStation platform?
"verify_attribute(name[The Vanishing of Ethan Carter], rating[average], genres[adventure, indie], player_perspective[first person])","You said that you found The Vanishing of Ethan Carter to be okay, but not all that great. Do you often feel that way about indie adventure games that are played from a first person perspective?"
"verify_attribute(name[The Vanishing of Ethan Carter], developer[The Astronauts], rating[average], platforms[Xbox])",Earlier you said that The Vanishing of Ethan Carter was merely okay. Do you have the same thoughts on the other Xbox games developed by The Astronauts?
"verify_attribute(name[The Vanishing of Ethan Carter], esrb[M (for Mature)], rating[average], platforms[Xbox])",I remember you mentioning that The Vanishing of Ethan Carter was so-so in quality. Do you in general feel that way about M rated games released on the Xbox?
"verify_attribute(name[The Vanishing of Ethan Carter], esrb[M (for Mature)], rating[average], player_perspective[first person])","So The Vanishing of Ethan Carter, I remember you saying, is a game you felt had potential but ultimately ended up merely average. I'm curious, is that the impression you get from most of the M rated games played in a first person perspective?"
"verify_attribute(name[The Vanishing of Ethan Carter], developer[The Astronauts], rating[average], genres[adventure, indie])","So you said you felt that The Vanishing of Ethan Carter wasn't a game you hated, but wasn't really a game you loved either, very much middle of the road. Do you feel that way about other indie adventure games developed by The Astronauts?"
"verify_attribute(name[Tomb Raider: The Last Revelation], rating[good], player_perspective[third person], platforms[PlayStation])","Before, you mentioned enjoying Tomb Raider: The Last Revelation. Do you think a third person perspective is particularly enjoyable when playing games on the PlayStation?"
"verify_attribute(name[Tomb Raider: The Last Revelation], esrb[T (for Teen)], rating[good], genres[action-adventure, puzzle, shooter])",You said that you liked Tomb Raider: The Last Revelation. Does that liking extend to other action-adventure puzzle shooter games with a rated for teenagers?
"verify_attribute(name[Tomb Raider: The Last Revelation], developer[Core Design], rating[good], platforms[PlayStation])","Earlier you mentioned liking the game Tomb Raider: The Last Revelation. How about other games by Core Design for the PlayStation, do you like them as well?"
"verify_attribute(name[Tomb Raider: The Last Revelation], rating[good], has_multiplayer[no], platforms[PlayStation])","Previously you stated that Tomb Raider: The Last Revelation was a game you liked. You must enjoy getting immersed in single-player games on the PlayStation, don't you?"
"verify_attribute(name[Tomb Raider: The Last Revelation], release_year[1999], rating[good], genres[action-adventure, puzzle, shooter])",So you like playing Tomb Raider: The Last Revelation. Do you feel like 1999 was a good year for action-adventure shooter games with puzzles?
"verify_attribute(name[NHL 15], developer[EA Canada], rating[average], platforms[PlayStation])",You said that NHL 15 was in your view merely average. Do you have a similar opinion on the rest of EA Canada's games for the PlayStation?
"verify_attribute(name[NHL 15], rating[average], genres[simulation, sport], player_perspective[bird view])",I know you mentioned that NHL 15 was just so-so. Do you feel that a bird view perspective in sports simulators just isn't all that immersive?
"verify_attribute(name[NHL 15], release_year[2014], rating[average], platforms[PlayStation])",You said that in your mind NHL 15 was neither bad nor was it great. Do you feel 2014 simply didn't offer a lot of worthy games for the PlayStation?
"verify_attribute(name[NHL 15], developer[EA Canada], rating[average], genres[simulation, sport])","You mentioned that you think that NHL 15 is okay but that it doesn't stand out from the crowd. I'm wondering, do you feel the same way about EA Canada's other sports simulators?"
"verify_attribute(name[NHL 15], rating[average], genres[simulation, sport], has_multiplayer[yes])",You said that NHL 15 could be fun but was mostly just average. Do you in general feel that multiplayer sports simulators are like that?
"verify_attribute(name[Football Manager 2015], release_year[2014], developer[Sports Interactive], rating[good])",You said you had an enjoyable time playing Football Manager 2015. Do you think the developer Sports Interactive did an especially good job in 2014?
"verify_attribute(name[Football Manager 2015], developer[Sports Interactive], rating[good], genres[simulation, sport, strategy])",You said that Football Manager 2015 was a pretty good game. Do you have the impression that Sports Interactive simply knows how to get their sports strategy simulators right?
