name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Worms: Reloaded</b>,,,,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,,,,,Platform: <b>PC</b>,,,
<b>Worms: Reloaded</b>,,,,,,"Genres: <b>action, platformer, strategy</b>",Player perspective: <b>side view</b>,,,,,
<b>Worms: Reloaded</b>,,,,,,,,,,,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>Worms: Reloaded</b>,,,,,,,Player perspective: <b>side view</b>,Has multiplayer: <b>yes</b>,,,,
<b>Worms: Reloaded</b>,,,Developer: <b>Team17 Digital Ltd</b>,,,"Genres: <b>action, platformer, strategy</b>",,,,,,
<b>Undertale</b>,,,Developer: <b>tobyfox</b>,,,,Player perspective: <b>bird view</b>,,,,,
<b>Undertale</b>,,,Developer: <b>tobyfox</b>,,,"Genres: <b>adventure, indie, role-playing</b>",,,,,,
<b>Undertale</b>,,,,,,,,,,,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>Undertale</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,,,,,Available on Steam: <b>yes</b>,,
<b>Undertale</b>,Year: <b>2015</b>,,,,,"Genres: <b>adventure, indie, role-playing</b>",,,,,,
<b>Uncharted 4: A Thief's End</b>,,,Developer: <b>Naughty Dog</b>,,,,,,Platform: <b>PlayStation</b>,,,
<b>Uncharted 4: A Thief's End</b>,,,,,,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,,,,,
<b>Uncharted 4: A Thief's End</b>,Year: <b>2016</b>,,,,,,,,Platform: <b>PlayStation</b>,,,
<b>Uncharted 4: A Thief's End</b>,,,,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>action-adventure, shooter</b>",,,,,,
<b>Uncharted 4: A Thief's End</b>,,,,,,,Player perspective: <b>third person</b>,,Platform: <b>PlayStation</b>,,,
<b>Super Mario World</b>,,,Developer: <b>Nintendo EAD</b>,,,,,,Platform: <b>Nintendo</b>,,,
<b>Super Mario World</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,,,Has multiplayer: <b>yes</b>,,,,
<b>Super Mario World</b>,Year: <b>1990</b>,,Developer: <b>Nintendo EAD</b>,,,,,,,,,
<b>Super Mario World</b>,,,,,,Genres: <b>platformer</b>,Player perspective: <b>side view</b>,,,,,
<b>Super Mario World</b>,,,Developer: <b>Nintendo EAD</b>,,,,,Has multiplayer: <b>yes</b>,,,,
<b>Crysis</b>,,,,,,"Genres: <b>action-adventure, shooter</b>",,,Platform: <b>Xbox</b>,,,
<b>Crysis</b>,,,Developer: <b>Crytek Frankfurt</b>,ESRB content rating: <b>M (for Mature)</b>,,,,,,,,
<b>Crysis</b>,,,Developer: <b>Crytek Frankfurt</b>,,,,Player perspective: <b>first person</b>,,,,,
<b>Crysis</b>,,,,,,,,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,
<b>Crysis</b>,Year: <b>2007</b>,,,,,,,,Platform: <b>Xbox</b>,,,
<b>Stronghold 2</b>,Year: <b>2005</b>,,,,,"Genres: <b>real-time strategy, simulation</b>",,,,,,
<b>Stronghold 2</b>,,,Developer: <b>Firefly Studios</b>,,,,,,Platform: <b>PC</b>,,,
<b>Stronghold 2</b>,,,,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>real-time strategy, simulation</b>",,,,,,
<b>Stronghold 2</b>,Year: <b>2005</b>,,Developer: <b>Firefly Studios</b>,,,,,,,,,
<b>Stronghold 2</b>,,,,,,,,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,,,
<b>RollerCoaster Tycoon</b>,,,,,,"Genres: <b>simulation, strategy</b>",,,Platform: <b>PC</b>,,,
<b>RollerCoaster Tycoon</b>,Year: <b>1999</b>,,,,,,,,,,Has a Linux release: <b>yes</b>,
