"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.name","Input.release_year","Input.exp_release_date","Input.developer","Input.esrb","Input.rating","Input.genres","Input.player_perspective","Input.has_multiplayer","Input.platforms","Input.available_on_steam","Input.has_linux_release","Input.has_mac_release","Answer.feedback","Answer.utterance","Approve","Reject"
"30OITAWPBQOEE7GAJ4W95QYVP4G9H0","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:14 PDT 2019","","","33FOTY3KEN78UE0TJ18H3DFMZTA1CS","A2ITJNPW1LDUN7","Submitted","Wed Apr 24 20:52:37 PDT 2019","Wed Apr 24 20:54:01 PDT 2019","Thu May 09 20:54:01 PDT 2019","","","","84","100% (334/334)","100% (334/334)","100% (277/277)","<b>Ori and the Blind Forest</b>","Year: <b>2015</b>","","","","","","","","","","","","","Do you mean  Ori and the Blind Forest from 2015?"
"30OITAWPBQOEE7GAJ4W95QYVP4G9H0","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:14 PDT 2019","","","3WT783CTPC397CILLY169PSVLLSBC8","A1MW021IG07IMF","Submitted","Mon Apr 22 23:15:39 PDT 2019","Mon Apr 22 23:16:00 PDT 2019","Tue May 07 23:16:00 PDT 2019","","","","21","100% (404/404)","100% (404/404)","100% (246/246)","<b>Ori and the Blind Forest</b>","Year: <b>2015</b>","","","","","","","","","","","","","When you mentioned Ori and the Blind Forest, are you talking about the 2015 game?"
"35JDMRECC4UH97CG79UDC4N511JEGG","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:15 PDT 2019","","","34QN5IT0T0D6BMPY66OCNM0T4QV08Q","A1MW021IG07IMF","Submitted","Mon Apr 22 22:49:20 PDT 2019","Mon Apr 22 22:50:06 PDT 2019","Tue May 07 22:50:06 PDT 2019","","","","46","100% (404/404)","100% (404/404)","100% (246/246)","<b>Ori and the Blind Forest</b>","","","","","","","","Has multiplayer: <b>no</b>","","","","","","Is it the Ori and the Blind Forest that you're talking about the one that doesn't have any multiplayer?"
"35JDMRECC4UH97CG79UDC4N511JEGG","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:15 PDT 2019","","","3VFJCI1K40L94VFFJHJFZVIE1JVRGN","A2ITJNPW1LDUN7","Submitted","Wed Apr 24 20:52:41 PDT 2019","Wed Apr 24 20:54:41 PDT 2019","Thu May 09 20:54:41 PDT 2019","","","","120","100% (334/334)","100% (334/334)","100% (277/277)","<b>Ori and the Blind Forest</b>","","","","","","","","Has multiplayer: <b>no</b>","","","","","","Do you mean the  Ori and the Blind Forest without multiplayer?"
"34OWYT6U3W2EA2RUPMEU52ZAPHV9IT","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:16 PDT 2019","","","378XPAWRUDZV15ZT7UXWPH6KG8RIAM","A1MW021IG07IMF","Submitted","Mon Apr 22 23:15:15 PDT 2019","Mon Apr 22 23:15:39 PDT 2019","Tue May 07 23:15:39 PDT 2019","","","","24","100% (404/404)","100% (404/404)","100% (246/246)","<b>Ori and the Blind Forest</b>","","","Developer: <b>Moon Studios</b>","","","","","","","","","","","Are you referring to the Ori and the Blind Forest that was created by Moon Studios?"
"34OWYT6U3W2EA2RUPMEU52ZAPHV9IT","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:16 PDT 2019","","","3IUZPWIU1PTJEDSK82E0KMIO0FRWKY","A2ITJNPW1LDUN7","Submitted","Wed Apr 24 20:52:32 PDT 2019","Wed Apr 24 20:53:20 PDT 2019","Thu May 09 20:53:20 PDT 2019","","","","48","100% (334/334)","100% (334/334)","100% (277/277)","<b>Ori and the Blind Forest</b>","","","Developer: <b>Moon Studios</b>","","","","","","","","","","","Oh, you maen Ori and the Blind Forest from Moon Studios?"
"3RDTX9JRTYMHLIAY6VAXED91B1K79W","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:16 PDT 2019","","","38JBBYETQPW4JBHQ2AXERZMSWPX4E1","A2ITJNPW1LDUN7","Submitted","Wed Apr 24 20:54:22 PDT 2019","Wed Apr 24 20:59:26 PDT 2019","Thu May 09 20:59:26 PDT 2019","","","","304","100% (334/334)","100% (334/334)","100% (277/277)","<b>Ori and the Blind Forest</b>","","","","","","","","","Platform: <b>Xbox</b>","","","","","Do you mean Ori and the Blind Forest on the Xbox?"
"3RDTX9JRTYMHLIAY6VAXED91B1K79W","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:16 PDT 2019","","","3QBD8R3Z225QV2UFWO0AWBG607U4OS","A1MW021IG07IMF","Submitted","Mon Apr 22 23:14:55 PDT 2019","Mon Apr 22 23:15:14 PDT 2019","Tue May 07 23:15:14 PDT 2019","","","","19","100% (404/404)","100% (404/404)","100% (246/246)","<b>Ori and the Blind Forest</b>","","","","","","","","","Platform: <b>Xbox</b>","","","","","Is this the Ori and the Blind Forest that I can play on Xbox?"
"3B6F54KMR2XLFBRVQLTFUYNE0391S4","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:17 PDT 2019","","","30BUDKLTXEHMFULQGFGOWRS6W1GE50","A1MW021IG07IMF","Submitted","Mon Apr 22 23:10:55 PDT 2019","Mon Apr 22 23:14:54 PDT 2019","Tue May 07 23:14:54 PDT 2019","","","","239","100% (404/404)","100% (404/404)","100% (246/246)","<b>Ori and the Blind Forest</b>","","","","ESRB content rating: <b>E (for Everyone)</b>","","","","","","","","","","By Ori and the Blind Forest, do you mean the one with an E rating?"
"3B6F54KMR2XLFBRVQLTFUYNE0391S4","3PQW4YC2N2ROYMY7E5RUQMBW9IWNU1","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:16:25 PDT 2019","2","BatchId:3617112;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:17 PDT 2019","","","3NQL1CS15SU1JTHWM7AV7SELRLYYVL","A2ITJNPW1LDUN7","Submitted","Wed Apr 24 20:53:05 PDT 2019","Wed Apr 24 20:56:43 PDT 2019","Thu May 09 20:56:43 PDT 2019","","","","218","100% (334/334)","100% (334/334)","100% (277/277)","<b>Ori and the Blind Forest</b>","","","","ESRB content rating: <b>E (for Everyone)</b>","","","","","","","","","","Are you talking about Ori and the Blind Forest , which was rated E?"
