name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Mirror's Edge Catalyst,,,,,,"action-adventure, fighting",,,,,,,"Have you played any action-adventure fighting games, like Mirror's Edge Catalyst?"
Mirror's Edge Catalyst,,,EA Digital Illusions CE,,,,,,,,,,"I've heard a lot about EA Digital Illusions CE, have you played any of their games, such as Mirror's Edge Catalyst?"
Mirror's Edge Catalyst,2016,,,,,,,,,,,,"Have you played any games that came out in 2016, like Mirror's Edge Catalyst?"
Mirror's Edge Catalyst,,,,,,,,,PlayStation,,,,"Do you ever play PlayStation games, like Mirror's Edge Catalyst?"
Mirror's Edge Catalyst,,,,,,,first person,,,,,,"Do you like playing first person games, such as Mirror's Edge Catalyst?"
Tetris,,,,,,"arcade, puzzle, strategy",,,,,,,"Do you like arcade games that involve puzzles and strategy, like Tetris?"
Tetris,,,,,,,,,Nintendo,,,,Do you like playing Nintendo games like Tetris?
Tetris,,,"Spectrum HoloByte, Inc.",,,,,,,,,,"Do you like playing games developed by Spectrum Holobyte, Inc. - games like Tetris?"
Tetris,,,,,,,side view,,,,,,I was wondering if you're into side view games like Tetris?
Tetris,1986,,,,,,,,,,,,"Do you remember playing any games from 1986, for example Tetris?"
Portal 2,,,,,,,first person,,,,,,Are you into first person games like Portal 2?
Portal 2,,,Valve Corporation,,,,,,,,,,"Do you like playing Valve Corporation-developed games, such as Portal 2?"
Portal 2,,,,,,,,yes,,,,,"Do you like multiplayer games, such as Portal 2?"
Portal 2,,,,,,,,,PlayStation,,,,Do you like PlayStation games like Portal 2?
Portal 2,2011,,,,,,,,,,,,"Are you into games like Portal 2 that are puzzle, platform, and shooter games all in one?"
Resident Evil 4,,,Capcom Production Studio 4,,,,,,,,,,"Do you like games developed by Capcom Production Studio 4, like Resident Evil 4?"
Resident Evil 4,,,,,,"action-adventure, shooter",,,,,,,Are you into action-adventure shooters like Resident Evil 4?
Resident Evil 4,,,,M (for Mature),,,,,,,,,Do you like playing ESRB mature rated games like Resident Evil 4?
Resident Evil 4,,,,,,,,,PC,,,,I was wondering if you like PC games like Resident Evil 4?
Resident Evil 4,,,,,,,,,,yes,,,Do you like games you can get on Steam like Resident Evil 4?
Guitar Hero: Smash Hits,,,Beenox,,,,,,,,,,Have you ever played any Beenox games like Guitar Hero: Smash Hits?
Guitar Hero: Smash Hits,,,,,,,,,Nintendo,,,,Do you ever play Nintendo games like Guitar Hero: Smash Hits?
Guitar Hero: Smash Hits,,,,,,,first person,,,,,,Do you ever like playing first person games like Guitar Hero: Smash Hits?
Guitar Hero: Smash Hits,,,,,,,,yes,,,,,"Do you like playing multiplayer games, for example Guitar Hero: Smash Hits?"
Guitar Hero: Smash Hits,,,,,,music,,,,,,,"Do you ever play video games based around music, like Guitar Hero: Smash Hits?"
BioShock,,,,,,"action-adventure, role-playing, shooter",,,,,,,"Do you like shooter games that are part action-adventure and part role-playing, like BioShock?"
BioShock,,,,,,,first person,,,,,,Do you like first person perspective games like BioShock?
BioShock,,,2K Boston,,,,,,,,,,Do you like games developed by 2K Boston like Bioshock?
BioShock,,,,,,,,,,yes,,,"Do you ever buy games on Steam, games like Bioshock?"
BioShock,,,,,,,,,,,,yes,"Do you like playing games available on Mac, like Bioshock?"
Age of Empires II: The Age of Kings,1999,,,,,,,,,,,,"Do you know about any games from the year 1999, such as Age of Empires II: The Age of Kings?"
Age of Empires II: The Age of Kings,,,,,,,,,,,,yes,"Have you tried out any games that have a Mac release, like Age of Empires II: The Age of Kings?"
Age of Empires II: The Age of Kings,,,,,,,,,,no,,,"Have you given any games that aren't available on Steam a try, for example Age of Empires II: The Age of Kings?"
Age of Empires II: The Age of Kings,,,,,,,bird view,,,,,,"Have you given any bird's eye view games a play, such as Age of Empires II: The Age of Kings?"
Age of Empires II: The Age of Kings,,,Ensemble Studios,,,,,,,,,,"I wonder, have you played any titles from Ensemble Studios, like Age of Empires II: The Age of Kings?"
Worms: Reloaded,,,,,,,,,,,yes,,"Do you play games on Linux, such as Worms: Reloaded?"
Worms: Reloaded,,,,,,,,yes,,,,,"Are you into multiplayer games, like Worms: Reloaded?"
Worms: Reloaded,,,,,,,side view,,,,,,"Do you like games that have a side view, like Worms: Reloaded?"
Worms: Reloaded,,,Team17 Digital Ltd,,,,,,,,,,"I wonder if you like games by the developer Team17 Digital Ltd; for example, Worms: Reloaded?"
Worms: Reloaded,,,,,,,,,,yes,,,"I bet you like it when you can play games on Steam, like Worms: Reloaded, right?"
The Vanishing of Ethan Carter,,,The Astronauts,,,,,,,,,,"Have you ever tried out an games by The Astronauts, such as The Vanishing of Ethan Carter?"
The Vanishing of Ethan Carter,,,,,,"adventure, indie",,,,,,,Do you like any indie adventure games like The Vanishing of Ethan Carter?
The Vanishing of Ethan Carter,,,,,,,,,Xbox,,,,Are you into Xbox games like The Vanishing of Ethan Carter?
The Vanishing of Ethan Carter,,,,,,,,no,,,,,Do you like playing M rated games such as The Vanishing of Ethan Carter?
The Vanishing of Ethan Carter,,,,,,,first person,,,,,,"Do you like first person games? For example, The Vanishing of Ethan Carter?"
Might & Magic: Heroes VI,,,,,,"role-playing, turn-based strategy",,,,,,,Do you like turn-based strategy role-playing games like Might & Magic: Heroes VI?
Might & Magic: Heroes VI,,,Black Hole Entertainment,,,,,,,,,,"Do you enjoy games made by Black Hole Entertainment, such as Might & Magic: Heroes VI?"
Might & Magic: Heroes VI,,,,,,,,yes,,,,,Are you into multiplayer games like Might & Magic: Heroes VI?
Might & Magic: Heroes VI,,,,,,,,,,yes,,,Do you ever buy games from Steam like Might & Magic: Heroes VI?
Might & Magic: Heroes VI,,,,,,,,,PC,,,,Do you like to play PC games like Might & Magic: Heroes VI?
