name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Guitar Hero: Smash Hits</b>,,,Developer: <b>Beenox</b>,,Liking: <b>poor</b>,,,,,,,
<b>Guitar Hero: Smash Hits</b>,Year: <b>2009</b>,,,,Liking: <b>poor</b>,,,,,,,
<b>Guitar Hero: Smash Hits</b>,,,,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>poor</b>,,,,,,,
<b>Guitar Hero: Smash Hits</b>,,,,,Liking: <b>poor</b>,,,Has multiplayer: <b>yes</b>,,,,
<b>Guitar Hero: Smash Hits</b>,,,,,Liking: <b>poor</b>,,Player perspective: <b>first person</b>,,,,,
<b>World of Warcraft</b>,,,,,Liking: <b>good</b>,,,,,Available on Steam: <b>no</b>,,
<b>World of Warcraft</b>,,,Developer: <b>Blizzard Entertainment</b>,,Liking: <b>good</b>,,,,,,,
<b>World of Warcraft</b>,Year: <b>2004</b>,,,,Liking: <b>good</b>,,,,,,,
<b>World of Warcraft</b>,,,,,Liking: <b>good</b>,,,,Platform: <b>PC</b>,,,
<b>World of Warcraft</b>,,,,,Liking: <b>good</b>,"Genres: <b>adventure, MMORPG</b>",,,,,,
<b>Age of Wonders II: The Wizard's Throne</b>,,,Developer: <b>Triumph Studios</b>,,Liking: <b>poor</b>,,,,,,,
<b>Age of Wonders II: The Wizard's Throne</b>,,,,,Liking: <b>poor</b>,"Genres: <b>role-playing, turn-based strategy</b>",,,,,,
<b>Age of Wonders II: The Wizard's Throne</b>,,,,,Liking: <b>poor</b>,,,,,,,Has a Mac release: <b>no</b>
<b>Age of Wonders II: The Wizard's Throne</b>,,,,,Liking: <b>poor</b>,,Player perspective: <b>bird view</b>,,,,,
<b>Age of Wonders II: The Wizard's Throne</b>,Year: <b>2002</b>,,,,Liking: <b>poor</b>,,,,,,,
<b>Far Cry 3</b>,,,,,Liking: <b>good</b>,,Player perspective: <b>first person</b>,,,,,
<b>Far Cry 3</b>,,,,,Liking: <b>good</b>,"Genres: <b>action-adventure, shooter</b>",,,,,,
<b>Far Cry 3</b>,,,,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,
<b>Far Cry 3</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,,,,
<b>Far Cry 3</b>,Year: <b>2012</b>,,,,Liking: <b>good</b>,,,,,,,
<b>Silent Hill 2</b>,,,Developer: <b>Konami Computer Entertainment Tokyo</b>,,Liking: <b>excellent</b>,,,,,,,
<b>Silent Hill 2</b>,,,,,Liking: <b>excellent</b>,,Player perspective: <b>third person</b>,,,,,
<b>Silent Hill 2</b>,,,,,Liking: <b>excellent</b>,,,,Platform: <b>PC</b>,,,
<b>Silent Hill 2</b>,,,,,Liking: <b>excellent</b>,"Genres: <b>action-adventure, puzzle</b>",,,,,,
<b>Silent Hill 2</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,,,,,,,
<b>Undertale</b>,,,Developer: <b>tobyfox</b>,,Liking: <b>excellent</b>,,,,,,,
<b>Undertale</b>,,,,,Liking: <b>excellent</b>,"Genres: <b>adventure, indie, role-playing</b>",,,,,,
<b>Undertale</b>,,,,,Liking: <b>excellent</b>,,Player perspective: <b>bird view</b>,,,,,
<b>Undertale</b>,,,,,Liking: <b>excellent</b>,,,Has multiplayer: <b>no</b>,,,,
<b>Undertale</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>excellent</b>,,,,,,,
<b>Lara Croft and the Temple of Osiris</b>,,,,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,,,,,,,
<b>Lara Croft and the Temple of Osiris</b>,,,,,Liking: <b>average</b>,,Player perspective: <b>bird view</b>,,,,,
<b>Lara Croft and the Temple of Osiris</b>,,,,,Liking: <b>average</b>,"Genres: <b>action-adventure, puzzle, shooter</b>",,,,,,
<b>Lara Croft and the Temple of Osiris</b>,,,,,Liking: <b>average</b>,,,Has multiplayer: <b>yes</b>,,,,
<b>Lara Croft and the Temple of Osiris</b>,,,Developer: <b>Crystal Dynamics</b>,,Liking: <b>average</b>,,,,,,,
