name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Assassin's Creed II</b>,,,,,Liking: <b>good</b>,"Genres: <b>action-adventure, platformer</b>",,,Platform: <b>PlayStation</b>,,,
<b>Assassin's Creed II</b>,,,Developer: <b>Ubisoft Montreal</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,,,,,,,
<b>Assassin's Creed II</b>,,,,,Liking: <b>good</b>,"Genres: <b>action-adventure, platformer</b>",Player perspective: <b>third person</b>,,,,,
<b>Assassin's Creed II</b>,Year: <b>2009</b>,,,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,
<b>Assassin's Creed II</b>,,,Developer: <b>Ubisoft Montreal</b>,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,
<b>The Vanishing of Ethan Carter</b>,,,,,Liking: <b>average</b>,"Genres: <b>adventure, indie</b>",Player perspective: <b>first person</b>,,,,,
<b>The Vanishing of Ethan Carter</b>,,,Developer: <b>The Astronauts</b>,,Liking: <b>average</b>,,,,Platform: <b>Xbox</b>,,,
<b>The Vanishing of Ethan Carter</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,,,,Platform: <b>Xbox</b>,,,
<b>The Vanishing of Ethan Carter</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,,Player perspective: <b>first person</b>,,,,,
<b>The Vanishing of Ethan Carter</b>,,,Developer: <b>The Astronauts</b>,,Liking: <b>average</b>,"Genres: <b>adventure, indie</b>",,,,,,
<b>Tomb Raider: The Last Revelation</b>,,,,,Liking: <b>good</b>,,Player perspective: <b>third person</b>,,Platform: <b>PlayStation</b>,,,
<b>Tomb Raider: The Last Revelation</b>,,,,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>good</b>,"Genres: <b>action-adventure, puzzle, shooter</b>",,,,,,
<b>Tomb Raider: The Last Revelation</b>,,,Developer: <b>Core Design</b>,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,
<b>Tomb Raider: The Last Revelation</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Tomb Raider: The Last Revelation</b>,Year: <b>1999</b>,,,,Liking: <b>good</b>,"Genres: <b>action-adventure, puzzle, shooter</b>",,,,,,
<b>NHL 15</b>,,,Developer: <b>EA Canada</b>,,Liking: <b>average</b>,,,,Platform: <b>PlayStation</b>,,,
<b>NHL 15</b>,,,,,Liking: <b>average</b>,"Genres: <b>simulation, sport</b>",Player perspective: <b>bird view</b>,,,,,
<b>NHL 15</b>,Year: <b>2014</b>,,,,Liking: <b>average</b>,,,,Platform: <b>PlayStation</b>,,,
<b>NHL 15</b>,,,Developer: <b>EA Canada</b>,,Liking: <b>average</b>,"Genres: <b>simulation, sport</b>",,,,,,
<b>NHL 15</b>,,,,,Liking: <b>average</b>,"Genres: <b>simulation, sport</b>",,Has multiplayer: <b>yes</b>,,,,
<b>Football Manager 2015</b>,Year: <b>2014</b>,,Developer: <b>Sports Interactive</b>,,Liking: <b>good</b>,,,,,,,
<b>Football Manager 2015</b>,,,Developer: <b>Sports Interactive</b>,,Liking: <b>good</b>,"Genres: <b>simulation, sport, strategy</b>",,,,,,
<b>Football Manager 2015</b>,Year: <b>2014</b>,,,,Liking: <b>good</b>,"Genres: <b>simulation, sport, strategy</b>",,,,,,
<b>Football Manager 2015</b>,,,,,Liking: <b>good</b>,"Genres: <b>simulation, sport, strategy</b>",,Has multiplayer: <b>yes</b>,,,,
<b>Football Manager 2015</b>,,,Developer: <b>Sports Interactive</b>,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,,,,
<b>Tom Clancy's The Division</b>,,,Developer: <b>Massive Entertainment</b>,,Liking: <b>average</b>,,,,,Available on Steam: <b>yes</b>,,
<b>Tom Clancy's The Division</b>,,,,,Liking: <b>average</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,,,
<b>Tom Clancy's The Division</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,,,,,,Has a Linux release: <b>no</b>,
<b>Tom Clancy's The Division</b>,,,,,Liking: <b>average</b>,"Genres: <b>role-playing, shooter, tactical</b>",,,,,,Has a Mac release: <b>no</b>
<b>Tom Clancy's The Division</b>,Year: <b>2016</b>,,,,Liking: <b>average</b>,,Player perspective: <b>third person</b>,,,,,
<b>Commandos: Behind Enemy Lines</b>,Year: <b>1998</b>,,Developer: <b>Pyro Studios</b>,,Liking: <b>good</b>,,,,,,,
<b>Commandos: Behind Enemy Lines</b>,,,,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>good</b>,"Genres: <b>strategy, tactical</b>",,,,,,
<b>Commandos: Behind Enemy Lines</b>,,,,,Liking: <b>good</b>,,Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,,,,
<b>Commandos: Behind Enemy Lines</b>,,,,,Liking: <b>good</b>,,,,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,,
<b>Commandos: Behind Enemy Lines</b>,,,,,Liking: <b>good</b>,"Genres: <b>strategy, tactical</b>",,,Platform: <b>PC</b>,,,
<b>Outlast II</b>,,,,,Liking: <b>average</b>,"Genres: <b>adventure, indie</b>",,,Platform: <b>Xbox</b>,,,
<b>Outlast II</b>,,,,,Liking: <b>average</b>,"Genres: <b>adventure, indie</b>",Player perspective: <b>first person</b>,,,,,
<b>Outlast II</b>,Year: <b>2017</b>,,,,Liking: <b>average</b>,,,,Platform: <b>Xbox</b>,,,
<b>Outlast II</b>,,,Developer: <b>Red Barrels</b>,,Liking: <b>average</b>,,Player perspective: <b>first person</b>,,,,,
<b>Outlast II</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,"Genres: <b>adventure, indie</b>",,,,,,
<b>Uncharted 4: A Thief's End</b>,,,Developer: <b>Naughty Dog</b>,,Liking: <b>excellent</b>,"Genres: <b>action-adventure, shooter</b>",,,,,,
<b>Uncharted 4: A Thief's End</b>,,,,,Liking: <b>excellent</b>,,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,,,,
<b>Uncharted 4: A Thief's End</b>,Year: <b>2016</b>,,Developer: <b>Naughty Dog</b>,,Liking: <b>excellent</b>,,,,,,,
<b>Uncharted 4: A Thief's End</b>,,,,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>excellent</b>,,,Has multiplayer: <b>yes</b>,,,,
<b>Uncharted 4: A Thief's End</b>,,,,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>excellent</b>,,Player perspective: <b>third person</b>,,,,,
<b>Rollcage</b>,,,,,Liking: <b>average</b>,"Genres: <b>action, driving/racing</b>",Player perspective: <b>third person</b>,,,,,
<b>Rollcage</b>,,,Developer: <b>Attention To Detail</b>,,Liking: <b>average</b>,,,,Platform: <b>PC</b>,,,
<b>Rollcage</b>,Year: <b>1999</b>,,,,Liking: <b>average</b>,,,,Platform: <b>PC</b>,,,
<b>Rollcage</b>,,,,,Liking: <b>average</b>,,,,Platform: <b>PC</b>,,Has a Linux release: <b>no</b>,
<b>Rollcage</b>,,,Developer: <b>Attention To Detail</b>,,Liking: <b>average</b>,"Genres: <b>action, driving/racing</b>",,,,,,
<b>Stronghold 2</b>,Year: <b>2005</b>,,Developer: <b>Firefly Studios</b>,,Liking: <b>average</b>,,,,,,,
<b>Stronghold 2</b>,,,,,Liking: <b>average</b>,"Genres: <b>real-time strategy, simulation</b>",Player perspective: <b>bird view</b>,,,,,
<b>Stronghold 2</b>,,,,,Liking: <b>average</b>,,,Has multiplayer: <b>yes</b>,,Available on Steam: <b>yes</b>,,
<b>Stronghold 2</b>,,,,,Liking: <b>average</b>,"Genres: <b>real-time strategy, simulation</b>",,,Platform: <b>PC</b>,,,
<b>Stronghold 2</b>,,,,,Liking: <b>average</b>,,,,,,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Need for Speed: Most Wanted</b>,,,Developer: <b>EA Redwood Shores</b>,,Liking: <b>good</b>,Genres: <b>driving/racing</b>,,,,,,
<b>Need for Speed: Most Wanted</b>,,,,,Liking: <b>good</b>,Genres: <b>driving/racing</b>,Player perspective: <b>third person</b>,,,,,
<b>Need for Speed: Most Wanted</b>,,,,,Liking: <b>good</b>,Genres: <b>driving/racing</b>,,,Platform: <b>PlayStation</b>,,,
<b>Need for Speed: Most Wanted</b>,Year: <b>2005</b>,,Developer: <b>EA Redwood Shores</b>,,Liking: <b>good</b>,,,,,,,
<b>Need for Speed: Most Wanted</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>Quantum Break</b>,,,Developer: <b>Remedy Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,,,,,,,
<b>Quantum Break</b>,,,,,Liking: <b>average</b>,"Genres: <b>adventure, shooter</b>",,,Platform: <b>Xbox</b>,,,
<b>Quantum Break</b>,,,,,Liking: <b>average</b>,"Genres: <b>adventure, shooter</b>",Player perspective: <b>third person</b>,,,,,
<b>Quantum Break</b>,Year: <b>2016</b>,,,,Liking: <b>average</b>,,,,Platform: <b>Xbox</b>,,,
<b>Quantum Break</b>,,,Developer: <b>Remedy Entertainment</b>,,Liking: <b>average</b>,,,,Platform: <b>Xbox</b>,,,
<b>Assassin's Creed Chronicles: India</b>,,,,,Liking: <b>poor</b>,"Genres: <b>action-adventure, platformer</b>",,,Platform: <b>PlayStation</b>,,,
<b>Assassin's Creed Chronicles: India</b>,,,Developer: <b>Climax Studios</b>,,Liking: <b>poor</b>,,Player perspective: <b>side view</b>,,,,,
<b>Assassin's Creed Chronicles: India</b>,,,,,Liking: <b>poor</b>,,,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Assassin's Creed Chronicles: India</b>,Year: <b>2016</b>,,,,Liking: <b>poor</b>,"Genres: <b>action-adventure, platformer</b>",,,,,,
<b>Assassin's Creed Chronicles: India</b>,,,Developer: <b>Climax Studios</b>,,Liking: <b>poor</b>,,,Has multiplayer: <b>no</b>,,,,
<b>Lara Croft and the Temple of Osiris</b>,,,Developer: <b>Crystal Dynamics</b>,,Liking: <b>average</b>,,,,Platform: <b>PC</b>,,,
<b>Lara Croft and the Temple of Osiris</b>,,,,,Liking: <b>average</b>,"Genres: <b>action-adventure, puzzle, shooter</b>",Player perspective: <b>bird view</b>,,,,,
<b>Lara Croft and the Temple of Osiris</b>,,,Developer: <b>Crystal Dynamics</b>,,Liking: <b>average</b>,,,,,Available on Steam: <b>yes</b>,,
