mr,ref
"recommend(name[Worms: Reloaded], esrb[E 10+ (for Everyone 10 and Older)], platforms[PC])","One E10+ game on PC I really liked was Worms: Reloaded, have you heard of it?"
"recommend(name[Worms: Reloaded], esrb[E 10+ (for Everyone 10 and Older)], platforms[PC])","If you're looking for an E 10+ rated game you can play on the PC, there's always Worms: Reloaded. Have you heard of it before?"
"recommend(name[Worms: Reloaded], genres[action, platformer, strategy], player_perspective[side view])",A good side view action strategy platformer I know of is Worms: Reloaded. Have you heard of it?
"recommend(name[Worms: Reloaded], genres[action, platformer, strategy], player_perspective[side view])","On the topic of side view action strategy platformers, have you tried out Worms: Reloaded?"
"recommend(name[Worms: Reloaded], has_linux_release[yes], has_mac_release[yes])","Speaking of strategy games suitable for Mac and Linux platform, have you heard of Worms: Reloaded?"
"recommend(name[Worms: Reloaded], has_linux_release[yes], has_mac_release[yes])","If you're looking for a game with both a Mac release and a Linux release, Worms: Reloaded is one. Have you heard of it before?"
"recommend(name[Worms: Reloaded], player_perspective[side view], has_multiplayer[yes])","If you're a fan of multiplayer side view games, I recommend Worms: Reloaded, have you played that one?"
"recommend(name[Worms: Reloaded], player_perspective[side view], has_multiplayer[yes])",A side view multiplayer game that I enjoyed was Worms: Reloaded. Have you played it?
"recommend(name[Worms: Reloaded], developer[Team17 Digital Ltd], genres[action, platformer, strategy])","Since you like action strategy platformers, there's this game from Team17 Digital Ltd you may like. It's called Worms: Reloaded, have you tried it?"
"recommend(name[Worms: Reloaded], developer[Team17 Digital Ltd], genres[action, platformer, strategy])","If you enjoy the action strategy platformers made by Team17 Digital Ltd, you'd probably like Worms: Reloaded. Have you given that one a shot yet?"
"recommend(name[Undertale], developer[tobyfox], player_perspective[bird view])","Since you seem to be a fan of bird view games by tobyfox, I thought you might like Undertale too. Have you heard about the game?"
"recommend(name[Undertale], developer[tobyfox], player_perspective[bird view])",Have you heard of Undertale? It's this bird view game from tobyfox.
"recommend(name[Undertale], developer[tobyfox], genres[adventure, indie, role-playing])","Undertale is an adventure, indie, role-playing game from tobyfox that I'd recommend. Have you played it yet?"
"recommend(name[Undertale], developer[tobyfox], genres[adventure, indie, role-playing])","Since you seem to be a fan of indie adventure RPGs by tobyfox, I thought you might like Undertale too. Have you heard about the game?"
"recommend(name[Undertale], has_linux_release[yes], has_mac_release[yes])","And speaking of games that can be played on both Mac and Linux, are you familiar with Undertale?"
"recommend(name[Undertale], has_linux_release[yes], has_mac_release[yes])","Don't you like games that have Linux and Mac releases? Either way, there's this fun game called Undertale I think you'd like that runs on both. Have you played it?"
"recommend(name[Undertale], esrb[E (for Everyone)], available_on_steam[yes])",Undertale is E (for Everyone) and is available on Steam. Have you ever played it before?
"recommend(name[Undertale], esrb[E (for Everyone)], available_on_steam[yes])","If you want a family friendly game that you can get for Steam, Undertale is there and has an E rating. Have you heard of it before?"
"recommend(name[Undertale], release_year[2015], genres[adventure, indie, role-playing])","A 2015 indie adventure RPG that I enjoyed is Undertale, are you familiar with it?"
"recommend(name[Undertale], release_year[2015], genres[adventure, indie, role-playing])","Since you like indie games, I wonder if you've tried the 2015 adventure role-playing game Undertale?"
"recommend(name[Uncharted 4: A Thief's End], developer[Naughty Dog], platforms[PlayStation])",Have you heard of Uncharted 4: A Thief's End? It's this PlayStation game from Naughty Dog.
"recommend(name[Uncharted 4: A Thief's End], developer[Naughty Dog], platforms[PlayStation])","Since you're into games from Naughty Dog on PlayStation, I'm wondering if you've checked out Uncharted 4: A Thief's End yet?"
"recommend(name[Uncharted 4: A Thief's End], genres[action-adventure, shooter], player_perspective[third person])",If you're into third person action-adventure shooters then I'd recommend Uncharted 4: A Thief's End. Have you played it?
"recommend(name[Uncharted 4: A Thief's End], genres[action-adventure, shooter], player_perspective[third person])","When it comes to third person action-adventure shooters, Uncharted 4: A Thief's End is a pretty famous one. Have you played it before?"
"recommend(name[Uncharted 4: A Thief's End], release_year[2016], platforms[PlayStation])",A PlayStation 2016 game that I enjoyed was Uncharted 4: A Thief's End. Have you played it?
"recommend(name[Uncharted 4: A Thief's End], release_year[2016], platforms[PlayStation])","Uncharted 4: A Thief's End was one of my favorite 2016 games for the PlayStation, have you ever tried it?"
"recommend(name[Uncharted 4: A Thief's End], esrb[T (for Teen)], genres[action-adventure, shooter])","While we're on the subject of action-adventure shooters that aren't absurdly violent, Uncharted 4: A Thief's End is only rated T by the ESRB. Have you ever played it?"
"recommend(name[Uncharted 4: A Thief's End], esrb[T (for Teen)], genres[action-adventure, shooter])","Speaking of action-adventure, shooter games suitable for Teens, have you heard of Uncharted 4: A Thief's End?"
"recommend(name[Uncharted 4: A Thief's End], player_perspective[third person], platforms[PlayStation])","Speaking of third person PlayStation games, are you familiar with Uncharted 4: A Thief's End?"
"recommend(name[Uncharted 4: A Thief's End], player_perspective[third person], platforms[PlayStation])",Have you heard of Uncharted 4: A Thief's End? It's one of Playstations' best third person exclusives.
"recommend(name[Super Mario World], developer[Nintendo EAD], platforms[Nintendo])","If you're looking for a Nintendo game that was specifically developed by Nintendo EAD, Super Mario World is one. Have you played it before?"
"recommend(name[Super Mario World], developer[Nintendo EAD], platforms[Nintendo])","Since you're into Nintendo games, have you tried Super Mario World by Nintendo EAD?"
"recommend(name[Super Mario World], esrb[E (for Everyone)], has_multiplayer[yes])","For E rated games with a multiplayer option, Super Mario World is a good choice. Have you played it?"
"recommend(name[Super Mario World], esrb[E (for Everyone)], has_multiplayer[yes])","Since you like playing multiplayer games rated E (for Everyone), have you ever tried Super Mario World?"
"recommend(name[Super Mario World], release_year[1990], developer[Nintendo EAD])","And speaking of 1990 games made by Nintendo EAD, have you ever played Super Mario World?"
"recommend(name[Super Mario World], release_year[1990], developer[Nintendo EAD])",Super Mario World was released by Nintendo EAD in 1990. Did you play it back then?
"recommend(name[Super Mario World], genres[platformer], player_perspective[side view])","You know, if you want a side view platformer there's always Super Mario World. Have you played it before?"
"recommend(name[Super Mario World], genres[platformer], player_perspective[side view])",Are you familiar with Super Mario World? It's this delightful side view platformer.
"recommend(name[Super Mario World], developer[Nintendo EAD], has_multiplayer[yes])","Since you seem to be a fan of multiplayer games by Nintendo EAD, I thought you might like Super Mario World too. Have you heard about this game?"
"recommend(name[Super Mario World], developer[Nintendo EAD], has_multiplayer[yes])",Do you know of Super Mario World? It's this great multiplayer game from Nintendo EAD.
"recommend(name[Crysis], genres[action-adventure, shooter], platforms[Xbox])","You mentioned action-adventure shooters for the Xbox; well, have you ever heard of Crysis?"
"recommend(name[Crysis], genres[action-adventure, shooter], platforms[Xbox])","Hey, I was just playing Crysis and I know you like action-adventure shooters on Xbox, so I think you should pick it up. Have you already played it before?"
"recommend(name[Crysis], developer[Crytek Frankfurt], esrb[M (for Mature)])",An M rated game developed by Crytek Frankfurt that I enjoyed recently was Crysis. Have you heard of it before?
"recommend(name[Crysis], developer[Crytek Frankfurt], esrb[M (for Mature)])","The other day I was playing Crysis, it's this nice M rated game from Crytek Frankfurt. Ever heard of it?"
"recommend(name[Crysis], developer[Crytek Frankfurt], player_perspective[first person])","I know Crytek Frankfurt has made a few different first person games, like Crysis for example. Have you played it before?"
"recommend(name[Crysis], developer[Crytek Frankfurt], player_perspective[first person])","I know you like Crytek Frankfurt games, especially their first person games. Have you ever tried Crysis?"
"recommend(name[Crysis], has_multiplayer[yes], platforms[Xbox])","Since you like multiplayer Xbox games, then you'd love Crysis. Given that one a go yet?"
"recommend(name[Crysis], has_multiplayer[yes], platforms[Xbox])","For multiplayer Xbox games, there's always Crysis. Have you played it?"
"recommend(name[Crysis], release_year[2007], platforms[Xbox])","For 2007 games, I enjoyed Crysis for the Xbox. Have you heard of it?"
"recommend(name[Crysis], release_year[2007], platforms[Xbox])","Since you seem to be a fan of the Xbox games of 2007, I thought you might like Crysis too. Have you heard about the game?"
"recommend(name[Stronghold 2], release_year[2005], genres[real-time strategy, simulation])","Have you ever heard of the real-time strategy simulation game Stronghold 2, from 2005?"
"recommend(name[Stronghold 2], release_year[2005], genres[real-time strategy, simulation])",Stronghold 2 was a real-time strategy simulator from 2005 that I myself liked. Are you familiar with it?
"recommend(name[Stronghold 2], developer[Firefly Studios], platforms[PC])","Since you typically like PC games, you'd love Firefly Studios' Stronghold 2. Heard of it?"
"recommend(name[Stronghold 2], developer[Firefly Studios], platforms[PC])","One of my favorite PC games made by Firefly Studios is Stronghold 2, are you familiar with it?"
"recommend(name[Stronghold 2], esrb[T (for Teen)], genres[real-time strategy, simulation])","Stronghold 2 was a T rated real-time strategy simulator that I enjoyed, have you played it?"
"recommend(name[Stronghold 2], esrb[T (for Teen)], genres[real-time strategy, simulation])","A Teen-rated real-time strategy, sim that I enjoyed was Stronghold 2. Have you played it?"
"recommend(name[Stronghold 2], release_year[2005], developer[Firefly Studios])","I've recently been playing this Firefly Studios game from 2005, Stronghold 2. You ever heard of it?"
"recommend(name[Stronghold 2], release_year[2005], developer[Firefly Studios])","Of the 2005 games developed by Firefly Studios, I thought Stronghold 2 was fun. Have you played it?"
"recommend(name[Stronghold 2], has_multiplayer[yes], platforms[PC])","If you're looking for a PC game with multiplayer, Stronghold 2 is an option. Are you familiar with it?"
"recommend(name[Stronghold 2], has_multiplayer[yes], platforms[PC])",Have you heard of the multiplayer PC game Stronghold 2?
"recommend(name[RollerCoaster Tycoon], genres[simulation, strategy], platforms[PC])","A strategy simulator for the PC that I enjoyed is RollerCoaster Tycoon, have you ever played it?"
"recommend(name[RollerCoaster Tycoon], genres[simulation, strategy], platforms[PC])",I know you game on a PC. Have you ever heard about the simulation strategy game RollerCoaster Tycoon?
"recommend(name[RollerCoaster Tycoon], release_year[1999], has_linux_release[yes])","And speaking of 1999 games that have Linux releases, have you ever played RollerCoaster Tycoon?"
"recommend(name[RollerCoaster Tycoon], release_year[1999], has_linux_release[yes])","Have you heard of RollerCoaster Tycoon? It's this older game, from 1999, and it released on Linux too so you could play it!"
"recommend(name[RollerCoaster Tycoon], genres[simulation, strategy], player_perspective[bird view])","A bird view strategy simulator that I enjoyed is RollerCoaster Tycoon, have you heard of it?"
"recommend(name[RollerCoaster Tycoon], genres[simulation, strategy], player_perspective[bird view])","Since you like bird view perspective games, I wonder if you've ever tried the simulation strategy game RollerCoaster Tycoon?"
"recommend(name[RollerCoaster Tycoon], developer[MicroProse], platforms[PC])",I think one of the most well known PC games developed by MicroProse is RollerCoaster Tycoon. Did you ever play that one?
"recommend(name[RollerCoaster Tycoon], developer[MicroProse], platforms[PC])","Since you play on your PC, I wonder if you've thought about trying the MicroProse game RollerCoaster Tycoon?"
"recommend(name[RollerCoaster Tycoon], genres[simulation, strategy], has_linux_release[yes])","Oh, if you're interested in a strategy simulator that will run on Linux, there's always RollerCoaster Tycoon. Have you played it before?"
"recommend(name[RollerCoaster Tycoon], genres[simulation, strategy], has_linux_release[yes])",Since you play on Linux I think you should check out RollerCoaster Tycoon it's a really solid simulation strategy game. Have you already tried it?
"recommend(name[Portal 2], developer[Valve Corporation], has_multiplayer[yes])","You've mentioned enjoying the multiplayer games that have been made by Valve Corporation, have you played Portal 2 yet?"
"recommend(name[Portal 2], developer[Valve Corporation], has_multiplayer[yes])",I know you're into multiplayer games. Have you tried Portal 2 by Valve Corporation?
"recommend(name[Portal 2], genres[platformer, puzzle, shooter], player_perspective[first person])",I know you're into the platformer puzzle shooter genre and like first person titles. Have you played Portal 2?
"recommend(name[Portal 2], genres[platformer, puzzle, shooter], player_perspective[first person])","A good first person shooter with both puzzle and platforming elements is Portal 2, have you played it before?"
"recommend(name[Portal 2], esrb[E 10+ (for Everyone 10 and Older)], has_multiplayer[yes])","Speaking of multiplayer games suitable for Everyone 10 and older, have you heard of Portal 2?"
"recommend(name[Portal 2], esrb[E 10+ (for Everyone 10 and Older)], has_multiplayer[yes])","Oh, do you know about Portal 2? It's this amazing multiplayer E10+ game from Valve."
"recommend(name[Portal 2], developer[Valve Corporation], platforms[PlayStation])","Speaking of PlayStation games made by Valve Corporation, have you ever played Portal 2?"
"recommend(name[Portal 2], developer[Valve Corporation], platforms[PlayStation])",I know you're a fan of the Valve Corporation. Have you played Portal 2 on PlayStation?
"recommend(name[Portal 2], release_year[2011], player_perspective[first person])",A 2011 first person game that I enjoyed was Portal 2. Have you played it?
"recommend(name[Portal 2], release_year[2011], player_perspective[first person])",A first person game released back in 2011 that I enjoyed was Portal 2. Have you played it before?
"recommend(name[Need for Speed: Most Wanted], release_year[2005], genres[driving/racing])","A 2005 driving/racing game I thought was fun was Need for Speed: Most Wanted, are you familiar with it?"
"recommend(name[Need for Speed: Most Wanted], release_year[2005], genres[driving/racing])",Need for Speed: Most Wanted is a driving/racing game loaded with nostalgia circa 2005. Have you played it before?
"recommend(name[Need for Speed: Most Wanted], genres[driving/racing], platforms[PC])",A PC platform driving/racing game that I enjoyed was Need for Speed: Most Wanted. Have you played it?
"recommend(name[Need for Speed: Most Wanted], genres[driving/racing], platforms[PC])","A classic driving/racing game for the PC is Need for Speed: Most Wanted, did you ever play it?"
"recommend(name[Need for Speed: Most Wanted], genres[driving/racing], player_perspective[first person])","A first person driving/racing game I played recently was Need for Speed: Most Wanted, are you familiar with it?"
"recommend(name[Need for Speed: Most Wanted], genres[driving/racing], player_perspective[first person])","I was playing Need for Speed: Most Wanted last night, you heard of it? It's a first person driving game."
"recommend(name[Need for Speed: Most Wanted], esrb[T (for Teen)], player_perspective[first person])","Speaking of T rated games with a first person perspective, are you familiar with Need for Speed: Most Wanted?"
"recommend(name[Need for Speed: Most Wanted], esrb[T (for Teen)], player_perspective[first person])",I know you're interested in a first person game rated T (for Teen). Have you ever played Need for Speed: Most Wanted?
"recommend(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], genres[driving/racing])","While we're on the subject of driving/racing games made by EA Redwood Shores, are you familiar with Need for Speed: Most Wanted?"
"recommend(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], genres[driving/racing])",EA Redwood Shores did a lot for the driving/racing genre with Need for Speed: Most Wanted. Did you ever play it?
"recommend(name[The Wolf Among Us], developer[Telltale Games], genres[adventure, point-and-click])","Since you seem to be a fan of adventure point-and-click games by Telltale Games, I thought you might like The Wolf Among Us too. Have you heard about the game?"
"recommend(name[The Wolf Among Us], developer[Telltale Games], genres[adventure, point-and-click])",I think my favorite out of all the point-and-click adventure games made by Telltale Games might actually be The Wolf Among Us. Have you played it?
"recommend(name[The Wolf Among Us], genres[adventure, point-and-click], available_on_steam[yes])","While we're on the subject of point-and-click adventure games available for Steam, have you heard of The Wolf Among Us?"
"recommend(name[The Wolf Among Us], genres[adventure, point-and-click], available_on_steam[yes])","Since you like to play on Steam, I wonder if you've thought about buying the adventure point-and-click game The Wolf Among Us?"
"recommend(name[The Wolf Among Us], esrb[M (for Mature)], platforms[PC])","It's on PC and rated M (for Mature), seems right down your alley. Are you familiar with The Wolf Among Us?"
"recommend(name[The Wolf Among Us], esrb[M (for Mature)], platforms[PC])","I know you enjoy M rated games you can play on your PC, have you heard of The Wolf Among Us?"
"recommend(name[The Wolf Among Us], has_multiplayer[no], platforms[PC])","Speaking of single-player games suitable on PC, have you heard of The Wolf Among Us?"
"recommend(name[The Wolf Among Us], has_multiplayer[no], platforms[PC])","Speaking of single-player games for the PC, one I enjoyed was The Wolf Among Us. Have you heard of it?"
"recommend(name[The Wolf Among Us], release_year[2013], genres[adventure, point-and-click])",A 2013 adventure point and click game that I enjoyed was The Wolf Among Us. Have you played it?
"recommend(name[The Wolf Among Us], release_year[2013], genres[adventure, point-and-click])","Since I know you like point-and-click games, have you tried the 2013 adventure game The Wolf Among Us?"
"recommend(name[The Witcher 3: Wild Hunt], genres[action-adventure, role-playing], player_perspective[third person])",The Witcher 3: Wild Hunt would be my recommendation since you like third person action-adventure role playing games. Did you try that one?
"recommend(name[The Witcher 3: Wild Hunt], genres[action-adventure, role-playing], player_perspective[third person])","Since you like action-adventure games from a third person perspective with role-playing elements, you should try this game I like, The Witcher 3: Wild Hunt?"
"recommend(name[The Witcher 3: Wild Hunt], genres[action-adventure, role-playing], platforms[Xbox])","Since you seem to be a fan of action-adventure RPGs on the Xbox platform, I thought you might like The Witcher 3: Wild Hunt too. Have you heard about the game?"
"recommend(name[The Witcher 3: Wild Hunt], genres[action-adventure, role-playing], platforms[Xbox])",A good action-adventure RPG for the Xbox is The Witcher 3: Wild Hunt. Have you ever played it?
"recommend(name[The Witcher 3: Wild Hunt], esrb[M (for Mature)], player_perspective[third person])","If you're looking for a gritty third person game with an M rating, The Witcher 3: Wild Hunt is an option. Have you heard of it?"
"recommend(name[The Witcher 3: Wild Hunt], esrb[M (for Mature)], player_perspective[third person])",A third-person M-rated game that I enjoyed was The Witcher 3: Wild Hunt. Have you played it?
"recommend(name[The Witcher 3: Wild Hunt], has_multiplayer[no], platforms[Xbox])",The Witcher 3: Wild Hunt on Xbox doesn't need multiplayer because of it's engaging story. Have you played it?
"recommend(name[The Witcher 3: Wild Hunt], has_multiplayer[no], platforms[Xbox])",I know you like single-player games you can play on the Xbox. Have you played The Witcher 3: Wild Hunt?
"recommend(name[The Witcher 3: Wild Hunt], release_year[2015], genres[action-adventure, role-playing])",A fun action-adventure RPG released in 2015 was The Witcher 3: Wild Hunt. Have you ever played it?
"recommend(name[The Witcher 3: Wild Hunt], release_year[2015], genres[action-adventure, role-playing])","Are you familiar with The Witcher 3: Wild Hunt? It's this hidden gem from 2015, a marvelous action-adventure role playing game."
"recommend(name[F1 2014], genres[driving/racing, simulation, sport], platforms[PC])","You mentioned liking driving/racing sport simulators that you can play on the PC, have you heard of F1 2014?"
"recommend(name[F1 2014], genres[driving/racing, simulation, sport], platforms[PC])",You like PC driving simulation sports games? Do you know of F1 2014?
"recommend(name[F1 2014], player_perspective[third person], available_on_steam[yes])",A third person game on Steam that I enjoyed lately is F1 2014. Have you heard of it?
"recommend(name[F1 2014], player_perspective[third person], available_on_steam[yes])",Have you heard of F1 2014? It's a third person game on Steam.
"recommend(name[F1 2014], genres[driving/racing, simulation, sport], has_multiplayer[yes])","If you want a driving/racing sport simulator with multiplayer, F1 2014 is an option. Are you familiar with it?"
"recommend(name[F1 2014], genres[driving/racing, simulation, sport], has_multiplayer[yes])","Since you like sport games, have you played the multiplayer driving/racing simulation game F1 2014?"
"recommend(name[F1 2014], developer[Codemasters Birmingham], available_on_steam[yes])",F1 2014 from Codemasters Birmingham is a good one that you can get on Steam. Have you checked it out?
"recommend(name[F1 2014], developer[Codemasters Birmingham], available_on_steam[yes])","I know Codemasters Birmingham has some games released on Steam, such as F1 2014. Have you heard of that one?"
"recommend(name[F1 2014], genres[driving/racing, simulation, sport], player_perspective[third person])",A third person driving/racing sport simulator I enjoyed was F1 2014. Have you played it before?
"recommend(name[F1 2014], genres[driving/racing, simulation, sport], player_perspective[third person])",I know you like driving/racing sport simulation games. Have you heard of the third person game F1 2014?
"recommend(name[Outlast II], release_year[2017], genres[adventure, indie])","Since you like adventure games, I wonder if you've tried out the indie game Outlast II that was released in 2017?"
"recommend(name[Outlast II], release_year[2017], genres[adventure, indie])",A 2017 adventure indie game that I enjoyed was Outlast II. Have you played it?
"recommend(name[Outlast II], release_year[2017], player_perspective[first person])","Do you like first person games? If so, I think you'd like 2017's Outlast II."
"recommend(name[Outlast II], release_year[2017], player_perspective[first person])",A first person game released in 2017 that I enjoyed was Outlast II. Have you heard of it before?
"recommend(name[Outlast II], release_year[2017], developer[Red Barrels])","Since you're into newer games from 2017, have you heard of Outlast II by Red Barrels?"
"recommend(name[Outlast II], release_year[2017], developer[Red Barrels])","Do you know about Outlast II? It's this great survival horror game from Red Barrels, that launched in 2017."
"recommend(name[Outlast II], developer[Red Barrels], platforms[Nintendo Switch])","Speaking of the Nintendo Switch games made by Red Barrels, have you heard of Outlast II?"
"recommend(name[Outlast II], developer[Red Barrels], platforms[Nintendo Switch])","Since you have a Nintendo Switch and you're a fan of Red Barrels, you should try out Outlast II."
"recommend(name[Outlast II], genres[adventure, indie], player_perspective[first person])",Are you familiar with Outlast II? It's this great first person indie adventure game.
"recommend(name[Outlast II], genres[adventure, indie], player_perspective[first person])",An indie adventure title with a first person perspective worth checking out is Outlast II. You seen that one?
"recommend(name[Super Bomberman], genres[action, strategy], player_perspective[bird view])","You mentioned action strategy games that are played from a bird view perspective. Well Super Bomberman is a game like that, did you ever play it?"
"recommend(name[Super Bomberman], genres[action, strategy], player_perspective[bird view])","I know you like bird view action strategy games, just like me. I thought Super Bomberman was pretty good, have you heard of it?"
"recommend(name[Super Bomberman], developer[Hudson Soft], platforms[PC])","Since you seem to be a fan of PC games by Hudson Soft, I thought you might like Super Bomberman too. Have you heard about the game?"
"recommend(name[Super Bomberman], developer[Hudson Soft], platforms[PC])","While we're on the subject of PC games developed by Hudson Soft, have you heard of Super Bomberman?"
"recommend(name[Super Bomberman], release_year[1993], platforms[PC])","There were some really interesting PC games released back in 1993, like Super Bomberman. Have you heard of it?"
"recommend(name[Super Bomberman], release_year[1993], platforms[PC])","I know you're a big PC fan. Have you ever tried any older games, for example Super Bomberman from 1993?"
"recommend(name[Super Bomberman], esrb[E (for Everyone)], platforms[PC])","For E rated family friendly PC games, Super Bomberman is an option. Have you heard of it?"
"recommend(name[Super Bomberman], esrb[E (for Everyone)], platforms[PC])","Since you are interested in PC games rated E (for Eveyone), have you ever heard of Super Bomberman?"
"recommend(name[Super Bomberman], esrb[E (for Everyone)], genres[action, strategy])","While on the subject of family friendly action strategy games, Super Bomberman is like that and has an E rating. Are you familiar with it?"
"recommend(name[Super Bomberman], esrb[E (for Everyone)], genres[action, strategy])","Speaking of action strategy games suitable for all ages, have you heard of Super Bomberman?"
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], genres[real-time strategy])",A classic real-time strategy game made by Ensemble Studios is Age of Empires II: The Age of Kings. Have you played it before?
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], genres[real-time strategy])","Speaking of good real-time strategy games, have you tried Age of Empires II: The Age of Kings by Ensemble Studios?"
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], esrb[T (for Teen)])","Since you seem to be a fan of teen-rated games by Ensemble Studios, I thought you might like Age of Empires II: The Age of Kings. Have you heard about the game?"
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], esrb[T (for Teen)])","If we're talking about T rated games made by Ensemble Studios, Age of Empires II: The Age of Kings is one of the best. Have you played it before?"
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], has_multiplayer[yes])",A multiplayer strategy game made by Ensemble Studios that I enjoyed was Age of Empires II: The Age of Kings. Have you played it?
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], has_multiplayer[yes])",A fun multiplayer game made by Ensemble Studios was Age of Empires II: The Age of Kings. Did you ever play it?
"recommend(name[Age of Empires II: The Age of Kings], release_year[1999], developer[Ensemble Studios])",A classic game that Ensemble Studios released back in 1999 was Age of Empires II: The Age of Kings. Have you ever played it?
"recommend(name[Age of Empires II: The Age of Kings], release_year[1999], developer[Ensemble Studios])","Speaking of games from 1999, have you ever heard of the Ensemble Studios game Age of Empires II: The Age of Kings?"
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], platforms[PlayStation])","Since you seem to be a fan of PlayStation games by Ensemble Studios, I thought you might also like Age of Empires II: The Age of Kings. Have you checked that one out?"
"recommend(name[Age of Empires II: The Age of Kings], developer[Ensemble Studios], platforms[PlayStation])","Hey have you played Age of Empires II: The Age of Kings? It's this PlayStation game from Ensemble Studios, I think you'd like it."
"recommend(name[Assetto Corsa], genres[driving/racing, simulation, sport], player_perspective[first person])",A driving/racing sport sim that you can play in first person is Assetto Corsa. You played it?
"recommend(name[Assetto Corsa], genres[driving/racing, simulation, sport], player_perspective[first person])","While we're on the subject of first person driving/racing sport simulators, have you ever heard of Assetto Corsa?"
"recommend(name[Assetto Corsa], player_perspective[first person], available_on_steam[yes])",Assetto Corsa is a first person title on Steam. Are you familiar with it?
"recommend(name[Assetto Corsa], player_perspective[first person], available_on_steam[yes])",A first person game I recently got on Steam is Assetto Corsa. Have you heard of it?
"recommend(name[Assetto Corsa], has_multiplayer[yes], platforms[PC])","Speaking of PC games with multiplayer, have you heard of Assetto Corsa?"
"recommend(name[Assetto Corsa], has_multiplayer[yes], platforms[PC])","One multiplayer PC game I'm fond of is Assetto Corsa, have you tried it out?"
"recommend(name[Assetto Corsa], developer[Kunos Simulazioni], player_perspective[first person])","While we're on the subject of first person games made by Kunos Simulazioni, have you ever played Assetto Corsa?"
"recommend(name[Assetto Corsa], developer[Kunos Simulazioni], player_perspective[first person])","Since you like first person games, I wondering if you've ever tried Assetto Corsa by Kunos Simulazioni?"
"recommend(name[Assetto Corsa], developer[Kunos Simulazioni], esrb[E (for Everyone)])","And as long as we're talking about E rated games made by Kunos Simulazioni, have you heard of Assetto Corsa?"
"recommend(name[Assetto Corsa], developer[Kunos Simulazioni], esrb[E (for Everyone)])","Oh, have you heard of Assetto Corsa? It's this E rated game from Kunos Simulazioni."
"recommend(name[The Legend of Zelda: Ocarina of Time], release_year[1998], platforms[Nintendo])",The Legend of Zelda: Ocarina of Time is a Nintendo classic from 1998. Have you played it?
"recommend(name[The Legend of Zelda: Ocarina of Time], release_year[1998], platforms[Nintendo])","Wait, you haven't played The Legend of Zelda: Ocarina of Time? Dude it's been out since 1998, I will literally lend you my copy and my Nintendo 64, you have to play it."
"recommend(name[The Legend of Zelda: Ocarina of Time], genres[action-adventure, puzzle, role-playing], player_perspective[third person])","If you're looking for a third person action-adventure game with both puzzle and role-playing elements, The Legend of Zelda: Ocarina of Time is one of the best ever made. Have you ever played it?"
"recommend(name[The Legend of Zelda: Ocarina of Time], genres[action-adventure, puzzle, role-playing], player_perspective[third person])","So since you're into third person action adventure RPGs with puzzle elements, have you ever heard of The Legend of Zelda: Ocarina of Time?"
"recommend(name[The Legend of Zelda: Ocarina of Time], release_year[1998], esrb[E (for Everyone)])","Have you heard of The Legend of Zelda: Ocarina of Time? Oh my god it's wonderful, it's from 1998, it's this beautiful E rated game."
"recommend(name[The Legend of Zelda: Ocarina of Time], release_year[1998], esrb[E (for Everyone)])","For E rated games released back in 1998, you can't go wrong with The Legend of Zelda: Ocarina of Time. Did you ever play it?"
"recommend(name[The Legend of Zelda: Ocarina of Time], developer[Nintendo EAD], has_multiplayer[no])","An interesting single-player game made by Nintendo EAD is The Legend of Zelda: Ocarina of Time, are you familiar with it?"
"recommend(name[The Legend of Zelda: Ocarina of Time], developer[Nintendo EAD], has_multiplayer[no])",I know you're looking for a game to play alone. Have you heard about the Nintendo EAD game The Legend of Zelda: Ocarina of Time?
"recommend(name[The Legend of Zelda: Ocarina of Time], release_year[1998], player_perspective[third person])","And speaking of third person games released back in 1998, there's always The Legend of Zelda: Ocarina of Time. Have you played it?"
"recommend(name[The Legend of Zelda: Ocarina of Time], release_year[1998], player_perspective[third person])","Since you're into older games, I wonder if you've tried the 1998 third person perspective game The Legend of Zelda: Ocarina of Time?"
"recommend(name[Resident Evil 4], genres[action-adventure, shooter], platforms[Nintendo])","A fun action-adventure shooter for Nintendo is Resident Evil 4, have you heard of it?"
"recommend(name[Resident Evil 4], genres[action-adventure, shooter], platforms[Nintendo])",Have you ever tried the Nintendo action-adventure shooting game Resident Evil 4?
"recommend(name[Resident Evil 4], esrb[M (for Mature)], has_multiplayer[no])","Since you like M rated single-player games, then you'd love Resident Evil 4. Have you given that a whirl?"
"recommend(name[Resident Evil 4], esrb[M (for Mature)], has_multiplayer[no])",One of my favorite single-player games that got an M rating was Resident Evil 4. Have you ever played it?
"recommend(name[Resident Evil 4], release_year[2005], player_perspective[third person])",A good third person game I played from back in 2005 was Resident Evil 4. Have you ever played it before?
