name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Anthem,,,,,,"action-adventure, role-playing, shooter",third person,,,,,,"Are you talking about the third person Action Adventure Shooter RPG,  Anthem ?"
Anthem,,,,,,"action-adventure, role-playing, shooter",third person,,,,,,Is the Anthem you're talking about the third person action-adventure shooter RPG?
Anthem,,"February 22, 2020",,,,,,yes,,,,,"Do you mean Anthem the multiplayer game launching Feb 22nd, 2020?"
Anthem,,"February 22, 2020",,,,,,yes,,,,,"When you mention Anthem, are you referring to the multiplayer game that's supposed to come out on February 22, 2020?"
Anthem,,,BioWare,,,,,,PlayStation,,,,Is the Anthem you're talking about the one developed by BioWare for the PlayStation?
Anthem,,,BioWare,,,,,,PlayStation,,,,Do you mean the  Anthem from Bioware on PlayStation?
Anthem,,,,,,"action-adventure, role-playing, shooter",,yes,,,,,Is the Anthem you're talking about the one that's a multiplayer action-adventure shooter RPG?
Anthem,,,,,,"action-adventure, role-playing, shooter",,yes,,,,,Are you talking about Anthem  the multiplayer action adventure shooter RPG/
Anthem,,,,,,,,yes,PlayStation,,,,"By Anthem, do you mean the one with multiplayer that got released for the PlayStation?"
Anthem,,,,,,,,yes,PlayStation,,,,"Do you mean the mulitplayer game on PlayStaiton, Anthem?"
Tomb Raider: The Angel of Darkness,2003,,Core Design,,,,,,,,,,Is the Tomb Raider: The Angel of Darkness you're talking about the 2003 game that was made by Core Design?
Tomb Raider: The Angel of Darkness,2003,,Core Design,,,,,,,,,,"Do you mean Tomb Raider: The Angel of Darkness, the game from 2003, made by core design?"
Tomb Raider: The Angel of Darkness,,,,,,,third person,,PC,,,,"Oh, you mean the third person PC game, Tomb Raider: The Angel of Darkness ?"
Tomb Raider: The Angel of Darkness,,,,,,,third person,,PC,,,,I assume you're referring to the third person PC game Tomb Raider: The Angel of Darkness?
Tomb Raider: The Angel of Darkness,,,,T (for Teen),,,,,,,,yes,Is the Tomb Raider: The Angel of Darkness you're talking about the one that's got a T rating and a Mac release?
Tomb Raider: The Angel of Darkness,,,,T (for Teen),,,,,,,,yes,"Do you mean Tomb Raider: The Angel of Darkness, the T rated mac game?"
Tomb Raider: The Angel of Darkness,,,,,,,,no,,,no,,Is the Tomb Raider: The Angel of Darkness you mentioned the one that's single player only and doesn't have a Linux release?
Tomb Raider: The Angel of Darkness,,,,,,,,no,,,no,,Are you talking about Tomb Raider: The Angel of Darkness? The single player game that's not available on Linux?
Tomb Raider: The Angel of Darkness,,,Core Design,,,,,,,yes,,,"Do you mean Core Design's  Tomb Raider: The Angel of Darkness, available on stema?"
Tomb Raider: The Angel of Darkness,,,Core Design,,,,,,,yes,,,Is the Tomb Raider: The Angel of Darkness you mentioned the one developed by Core Design that you can get on Steam?
Worms: Reloaded,,,,,,"action, platformer, strategy",,,PC,,,,"Oh, do you mean Worms: Reloaded the PC action strategy platformer?"
Worms: Reloaded,,,,,,"action, platformer, strategy",,,PC,,,,"By Worms: Reloaded, do you mean the one that's a strategy action platformer for the PC?"
Worms: Reloaded,,,,,,,side view,,,yes,,,Do you mean the Worms: Reloaded released on steam with side view?
Worms: Reloaded,,,,,,,side view,,,yes,,,Is the Worms: Reloaded you mentioned the one on Steam with the side view perspective?
Worms: Reloaded,,,Team17 Digital Ltd,,,,,,PC,,,,"When you talk about Worms: Reloaded, are you referring to the one for the PC that was made by Team17 Digital Ltd?"
Worms: Reloaded,,,Team17 Digital Ltd,,,,,,PC,,,,"Are you talking about that PC game from Team17 Digital LTD,  Worms: Reloaded ?"
Worms: Reloaded,2010,,,,,,,,PC,,,,I presume you're talking about the 2010 PC game Worms: Reloaded?
Worms: Reloaded,2010,,,,,,,,PC,,,,"Do you mean Worms: Reloaded, the PC game released back in 2010?"
Worms: Reloaded,,,,,,,,,,,yes,yes,"Do you mean the Mac and Linux game, Worms: Reloaded ?"
Worms: Reloaded,,,,,,,,,,,yes,yes,"By Worms: Reloaded, do you mean the game that's got both Mac and Linux releases?"
Shadow of the Tomb Raider,,"September 14, 2019",,,,,,,Xbox,,,,"Is the Shadow of the Tomb Raider you're talking about the one that's supposed to come out for the Xbox on September 14, 2019?"
Shadow of the Tomb Raider,,"September 14, 2019",,,,,,,Xbox,,,,Shadow of the Tomb Raider? The one that came out on Xbox on 9/14/19?
Shadow of the Tomb Raider,,,Eidos Montréal,,,,third person,,,,,,Are you talking about the Shadow of the Tomb Raider that was created by Eidos Montréal and which has a third person perspective?
Shadow of the Tomb Raider,,,Eidos Montréal,,,,third person,,,,,,"Do you mean Eidos Montreal's third person masterpiece, Shadow of the Tomb Raider ?"
Shadow of the Tomb Raider,,,,,,"adventure, shooter",,,Xbox,,,,Is the Shadow of the Tomb Raider you mentioned the adventure shooter that's on the Xbox?
Shadow of the Tomb Raider,,,,,,"adventure, shooter",,,Xbox,,,,"Are you talking about the adventure-shooter,  Shadow of the Tomb Raider, the one on Xbox?"
Shadow of the Tomb Raider,,"September 14, 2019",Eidos Montréal,,,,,,,,,,"Is the Shadow of the Tomb Raider you're talking about the one that's supposed to come out on September 14, 2019 and which is developed by Eidos Montréal?"
Shadow of the Tomb Raider,,"September 14, 2019",Eidos Montréal,,,,,,,,,,"Do you mean Eidos Montreal's  Shadow of the Tomb Raider, coming 9/14/19?"
Shadow of the Tomb Raider,,,,,,"adventure, shooter",third person,,,,,,Are you talking about Shadow of the Tomb Raider the third person adventure shooter?
Shadow of the Tomb Raider,,,,,,"adventure, shooter",third person,,,,,,"When you refer to Shadow of the Tomb Raider, do you mean the one that's a third person adventure shooter?"
Hellblade: Senua's Sacrifice,,,,,,,,,PC,yes,,,Is the Hellblade: Senua's Sacrifice you're referring to the PC game that's available on Steam?
Hellblade: Senua's Sacrifice,,,,,,,,,PC,yes,,,"Oh, you're talking about the PC game on steam,  Hellblade: Senua's Sacrifice ?"
Hellblade: Senua's Sacrifice,2017,,Ninja Theory,,,,,,,,,,Is the Hellblade: Senua's Sacrifice you're talking about the one that came out in 2017 and was developed by Ninja Theory?
Hellblade: Senua's Sacrifice,2017,,Ninja Theory,,,,,,,,,,"Oh, do you mean the 2017 game from Ninja Theory,  Hellblade: Senua's Sacrifice?"
Hellblade: Senua's Sacrifice,,,,,,"adventure, hack-and-slash, indie",third person,,,,,,Is the Hellblade: Senua's Sacrifice you mentioned the one that's a third person indie hack-and-slash adventure game?
Hellblade: Senua's Sacrifice,,,,,,"adventure, hack-and-slash, indie",third person,,,,,,"Are you talking about Hellblade: Senua's Sacrifice, the third person indie hack and slash adventure game?"
Hellblade: Senua's Sacrifice,,,,M (for Mature),,,,,,,no,,"Oh are you talking about Hellblade: Senua's Sacrifice, the M rated game without a linux release?"
Hellblade: Senua's Sacrifice,,,,M (for Mature),,,,,,,no,,Is the Hellblade: Senua's Sacrifice you are talking about the M rated one that doesn't have a Linux release?
Hellblade: Senua's Sacrifice,2017,,,,,,,no,,,,,"Are you referring to the 2017 smash singleplayer hit, Hellblade: Senua's Sacrifice ?"
Hellblade: Senua's Sacrifice,2017,,,,,,,no,,,,,"Are you talking about Hellblade: Senua's Sacrifice, the single-player game put out in 2017?"
FIFA 12,2011,,EA Canada,,,,,,,,,,Are you talking about EA Canada's FIFA 12 release from 2011?
FIFA 12,2011,,EA Canada,,,,,,,,,,Oh do you mean the  FIFA 12 made by EA Canada in 2011?
FIFA 12,,,,,,"simulation, sport",bird view,,,,,,"Are you talking about the sports simulation game, FIFA 12? The one with a bird view?"
FIFA 12,,,,,,"simulation, sport",bird view,,,,,,"When talking about FIFA 12, do you mean the sport simulator with a bird view perspective?"
FIFA 12,,,,E (for Everyone),,,,,Nintendo,,,,Is the FIFA 12 you mentioned the E rated one that's on Nintendo?
FIFA 12,,,,E (for Everyone),,,,,Nintendo,,,,"Do you mean  FIFA 12, the rated E nintendo game?"
FIFA 12,,,,,,,,yes,Nintendo,,,,FIFA 12 on Niintendo has multiplayer if that's the one that you're talking about. Is it?
FIFA 12,,,,,,,,yes,Nintendo,,,,"Are you referring to the multiplayer game on nintendo, FIFA 12 ?"
FIFA 12,,,EA Canada,,,"simulation, sport",,,,,,,Is the FIFA 12 you're referring to the sport simulator that was created by EA Canada?
FIFA 12,,,EA Canada,,,"simulation, sport",,,,,,,"ooooh, you mean FIFA 12. That one from EA Canada, the simulation sport game right?"
Undertale,,,tobyfox,,,,,,,yes,,,"Undertale? Oh, that's the one from Tobyfox you can get on Steam right?"
Undertale,,,tobyfox,,,,,,,yes,,,"When you mention Undertale, do you mean the game that was developed by tobyfox and which you can get on Steam?"
Undertale,,,,,,,bird view,,,,yes,,"oh, you mean Undertale right? The game on linux with the bird view from Tobyfox?"
Undertale,,,,,,,bird view,,,,yes,,"By Undertale, do you mean the game with a bird view perspective that you can also get on Linux?"
Undertale,2015,,,,,"adventure, indie, role-playing",,,,,,,Undertale? The 2015 indie adventure RPG darling?
Undertale,2015,,,,,"adventure, indie, role-playing",,,,,,,Is the Undertale you just referred to the indie adventure RPG that came out in 2015?
Undertale,,,,E (for Everyone),,,,no,,,,,"You mean the single-player game Undertale, which is rated E (for Everyone)?"
Undertale,,,,E (for Everyone),,,,no,,,,,"Oh, do you mean Undertale, the single player E rated game?"
Undertale,,,,,,,,,,,yes,yes,Is the Undertale you're talking about the one that has both Mac and Linux versions?
Undertale,,,,,,,,,,,yes,yes,"Oh, you mean Undertale, right? The one that was ported to Mac and Linux?"
BioShock,2007,,,,,"action-adventure, role-playing, shooter",,,,,,,"Do you mean 2007's excellent action-adventure RPG shooter, BioShock ?"
BioShock,2007,,,,,"action-adventure, role-playing, shooter",,,,,,,"When you mention BioShock, do you mean the action-adventure role-playing shooter that came out in 2007?"
BioShock,2007,,2K Boston,,,,,,,,,,"Do you mean 2K Boston's amazing 2007 game, BioShock ?"
BioShock,2007,,2K Boston,,,,,,,,,,"When you mention BioShock, do you mean the one that was developed by 2K Boston and released back in 2007?"
BioShock,,,,,,,first person,,,yes,,,"By BioShock, do you mean the first person game that's available on Steam?"
BioShock,,,,,,,first person,,,yes,,,"Do you mean the first person game on steam, BioShock ?"
BioShock,,,,M (for Mature),,,,,PC,,,,"You mean the PC game BioShock, which is rated M (for Mature)?"
BioShock,,,,M (for Mature),,,,,PC,,,,Are you talking about the M rated BioShock  on PC?
BioShock,,,,,,,,,PC,yes,,,You're referring to BioShock right? That game that's available through steam on the PC?
