name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Need for Speed: Shift,,,Slightly Mad Studios,,average,"driving/racing, simulation",,,,,,,Need for Speed: Shift is an OK game. It's one of a long line of simulation driving/racing games by Slightly Mad Studios that are pretty good but not great.
Need for Speed: Shift,,,Slightly Mad Studios,,average,"driving/racing, simulation",,,,,,,"Need for Speed: Shift was a decent driving simulator. Slightly Mad Studios did decently overall, but nothing amazing came from it."
Need for Speed: Shift,,,,E (for Everyone),average,,,,PlayStation,,,,"I sort of liked Need for Speed: Shift. I picked it up when I first got my Playstation because I figured a nice E game would have general appeal, but honestly it didn't leave much impact on me."
Need for Speed: Shift,,,,E (for Everyone),average,,,,PlayStation,,,,"Need for Speed: Shift was an OK release for the PlayStation. I am indifferent about games rated E,"
Need for Speed: Shift,,,,,average,,first person,yes,,,,,"Need for Speed: Shift is a solid multiplayer first person game, all in all, i'd call it average."
Need for Speed: Shift,,,,,average,,first person,yes,,,,,I like first person perspective racing titles that support multiplayer so I didn't hate Need for Speed: Shift.
Need for Speed: Shift,,,Slightly Mad Studios,,average,,,yes,,,,,Need for Speed: shift is an overall average multiplayer game from SLightly Mad Studios.
Need for Speed: Shift,,,Slightly Mad Studios,,average,,,yes,,,,,"Although I enjoy multiplayer games, Need for Speed: Shift was just an ok effort from Slightly Mad Studios."
Need for Speed: Shift,,,,,average,"driving/racing, simulation",first person,,,,,,"Shift was a mediocre racing simulation, but I enjoy playing first person driving games."
Need for Speed: Shift,,,,,average,"driving/racing, simulation",first person,,,,,,"Meh, Need for Speed: Shift was alright, it's another first person driving game, you know? It's alright, doesn't do much wrong nor does it stand out from the crowd as far as simulation games go."
Call of Duty: Advanced Warfare,,,,,average,,first person,,PlayStation,,,,"Call of Duty: Advanced Warfare was just plain average. I like games that are on the PlayStation normally, but the first person perspective made the experience kind of mediocre."
Call of Duty: Advanced Warfare,,,,,average,"action, shooter",,yes,,,,,"Multiplayer action shooters are a style of game that I usually find to be mediocre, and Call of Duty: Advanced Warfare doesn't break that trend."
