name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Worms: Reloaded,,,,E 10+ (for Everyone 10 and Older),,,,,PC,,,,Worms: Reloaded is a nice PC game for older kids about 10 and up. Do you know of it?
Worms: Reloaded,,,,,,"action, platformer, strategy",side view,,,,,,"For side view platformers that combine both action and strategy, you can't go wrong with Worms: Reloaded. Have you heard about it?"
Worms: Reloaded,,,,,,,,,,,yes,yes,"So, you're looking for games with both a Mac release and a Linux release. Have you heard about Worms: Reloaded?"
Worms: Reloaded,,,,,,,side view,yes,,,,,"For multiplayer games with a side view perspective, I've enjoyed Worms Reloaded. Do you know about it yet?"
Worms: Reloaded,,,Team17 Digital Ltd,,,"action, platformer, strategy",,,,,,,Team17 Digital Ltd made a pretty great strategy action platformer called Worms: Reloaded. Do you know of it?
Undertale,,,tobyfox,,,,bird view,,,,,,"If you're looking for a great story, you should check out Tobyfox's bird view perspective game Undertale. Have you heard of it?"
Undertale,,,tobyfox,,,"adventure, indie, role-playing",,,,,,,Undertale is an adventure/indie role-playing game from Tobyfox with a pretty solid story. Have you ever played it?
Undertale,,,,,,,,,,,yes,yes,"I'm not sure what system you use, but Undertale has both a Mac and Linux release and I highly recommend it if you're into a complex story. Have you ever heard of it?"
Undertale,,,,E (for Everyone),,,,,,yes,,,"I know you're into M-rated shooters, but if you're looking for a great game for your kids, Undertale is E-rated and is available on Steam. Have you ever heard of it?"
Undertale,2015,,,,,"adventure, indie, role-playing",,,,,,,"If a compelling story line is your thing, you should check out the 2015 indie adventure role-playing game Undertale. Have you ever heard of it?"
Uncharted 4: A Thief's End,,,Naughty Dog,,,,,,PlayStation,,,,"Naughty Dog has released some pretty interesting PlayStation games, such as Uncharted 4: A Thief's End. You ever hear about it?"
Uncharted 4: A Thief's End,,,,,,"action-adventure, shooter",third person,,,,,,And of course one of my favorite third person action adventure shooters is Uncharted 4: A Thief's End. Do you know of it?
Uncharted 4: A Thief's End,2016,,,,,,,,PlayStation,,,,"2016 had many great games released for the PlayStation that year, such as Uncharted 4: A Thief's End. Have you ever heard of it?"
