name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Metro 2033,,,,M (for Mature),,"action, role-playing, shooter",,,,,,,"What is your opinion on role-playing games rated M (for Mature), like Metro 2033?"
Metro 2033,,,4A Games,,,,,,Xbox,,,,Do you also like Xbox games by 4A Games such as Metro 2033?
Metro 2033,2010,,,,,,,,Xbox,,,,"Just curious, what do you think of Xbox games that came out in 2010, such as Metro 2033?"
Metro 2033,,,,,,"action, role-playing, shooter",,no,,,,,"Do you enjoy action games that have no multiplayer option, such as Metro 2033?"
Metro 2033,2010,,4A Games,,,,,,,,,,"Have you enjoyed any games by 4A games that came out in 2010, such as the one called Metro 2033?"
Small World 2,2010,,Days of Wonder,,,,,,,,,,Have you heard of the game by Days of Wonder that came out in 2010 called Small World 2?
Small World 2,,,,,,"indie, trivia/board game",,yes,,,,,Do you also like indie multiplayer games such as Small World 2?
Small World 2,,,,,,"indie, trivia/board game",,,PC,,,,What is your opinion on trivia/board games for PC such as Small World 2?
Small World 2,2010,,,,,,,yes,,,,,Do you enjoy multiplayer games that came out in 2010 such as Small World 2?
Small World 2,,,Days of Wonder,,,,,,PC,,,,Do you enjoy PC games by Days of Wonder such as Small World 2?
The Sims,2000,,Maxis,,,,,,,,,,"What do you think of games by Maxis from 2000, such as the game called The Sims?"
The Sims,,,,,,"simulation, strategy",,,PC,,,,Do you like to play simulation games on PC like The Sims?
The Sims,,,,T (for Teen),,,bird view,,,,,,Do you also like bird view games rated T (for Teen) such as The Sims?
The Sims,,,,,,,,,PC,no,,,"What do you think of PC game that are not available on Steam, such as The Sims?"
The Sims,2000,,,T (for Teen),,,,,,,,,"Do you have an opinion on teen rated games that came out in 2000, for example The Sims?"
Worms: Reloaded,2010,,,,,,,,PC,,,,"Have you heard of any PC games that came out in 2010, for example Worms: Reloaded?"
Worms: Reloaded,,,,,,"action, platformer, strategy",side view,,,,,,"Do you also enjoy side view action games, such as Worms: Reloaded?"
Worms: Reloaded,,,Team17 Digital Ltd,,,,,,,yes,,,"Have you played any games by Team17 Digital Ltd that are available on Steam, such as Worms: Reloaded?"
Worms: Reloaded,,,,,,,side view,yes,,,,,"What do you think of side view games that have multiplayer, like Worms: Reloaded?"
Worms: Reloaded,,,,E 10+ (for Everyone 10 and Older),,"action, platformer, strategy",,,,,,,Do you also like action games rated E 10+ (for Everyone 10 and Older) such as Worms: Reloaded?
Rocket League,,,,,,"sport, vehicular combat",third person,,,,,,"Do you like third person sport games involving vehicular combat, such as Rocket League?"
Rocket League,2015,,Psyonix,,,,,,,,,,"Have you heard of any games by the developer Psyonix that came out in 2015, like Rocket League?"
Rocket League,,,,E (for Everyone),,,,,Xbox,,,,Do you also like Xbox games rated E (for Everyone) such as Rocket League?
Rocket League,2015,,,,,,,yes,,,,,"Do you enjoy multiplayer games that came out in 2015, such as Rocket League?"
Rocket League,,,,E (for Everyone),,"sport, vehicular combat",,,,,,,"Have you heard of any vehicular combat sports games that are rated E (for Everyone), just like Rocket League?"
Super Bomberman,,,,,,"action, strategy",,,Nintendo,,,,Do you enjoy action games on Nintendo such as Super Bomberman?
Super Bomberman,1993,,Hudson Soft,,,,,,,,,,"Just curious what do you think of games by Hudson Soft released in 1993, such as Super Bomberman?"
Super Bomberman,,,,E (for Everyone),,,bird view,,,,,,Do you like bird view games rated E (for Everyone) such as Super Bomberman?
Super Bomberman,,,,,,,bird view,no,,,,,What is your opinion on bird view games that have no multiplayer option such as Super Bomberman?
Super Bomberman,1993,,,E (for Everyone),,,,,,,,,Do you like games rated E (for Everyone) that came out in 1993 such as Super Bomberman?
MotorStorm: Apocalypse,,,,,,vehicular combat,,,PlayStation,,,,"Ever played a vehicular combat sports game for the PlayStation, like for example MotorStorm: Apocalypse?"
MotorStorm: Apocalypse,,,,,,vehicular combat,,yes,,,,,"Do you enjoy multiplayer sports games with vehicular combat, like MotorStorm: Apocalypse?"
MotorStorm: Apocalypse,,,Evolution Studios,,,,third person,,,,,,"Ever have any experience with one of Evolution Studios' third person perspective games, like MotorStorm Apocalypse?"
MotorStorm: Apocalypse,,,,,,vehicular combat,third person,,,,,,"So then do you also enjoy third person vehicular combat games, like MotorStorm: Apocalypse?"
MotorStorm: Apocalypse,2011,,,,,,,,PlayStation,,,,"So then have you ever played a PlayStation game from 2011, for example MotorStorm: Apocalypse?"
