name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>The Forest of Doom</b>,Year: <b>2014</b>,,Developer: <b>Tin Man Games</b>,,,Genres: <b>role-playing; text adventure</b>,,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>The Witcher 3: Wild Hunt</b>,Year: <b>2015</b>,,Developer: <b>CD Projekt RED</b>,ESRB content rating: <b>M (for Mature)</b>,,Genres: <b>action-adventure; role-playing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,
<b>Transport Tycoon</b>,Year: <b>1994</b>,,Developer: <b>Chris Sawyer</b>,ESRB content rating: <b>E (for Everyone)</b>,,Genres: <b>simulation; strategy</b>,Player perspective: <b>bird view</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Metroid Prime Pinball</b>,Year: <b>2005</b>,,Developer: <b>Fuse Games</b>,ESRB content rating: <b>E (for Everyone)</b>,,Genres: <b>pinball; puzzle</b>,,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo</b>,,,
<b>Madden NFL 15</b>,Year: <b>2014</b>,,Developer: <b>EA Tiburon</b>,,,Genres: <b>simulation; sport</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>NBA 2K16</b>,Year: <b>2015</b>,,Developer: <b>Visual Concepts</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,,Genres: <b>sport</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Sid Meier's Civilization V</b>,Year: <b>2010</b>,,Developer: <b>Firaxis Games</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,,Genres: <b>simulation; turn-based strategy</b>,Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>Never Alone</b>,Year: <b>2014</b>,,Developer: <b>Upper One Games</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>adventure; indie; platformer</b>,Player perspective: <b>side view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>Need for Speed: The Run</b>,Year: <b>2011</b>,,Developer: <b>Firebrand Games</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>driving/racing</b>,Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,
<b>The Wolf Among Us</b>,Year: <b>2013</b>,,Developer: <b>Telltale Games</b>,ESRB content rating: <b>M (for Mature)</b>,,Genres: <b>adventure; point-and-click</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
