name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
The Elder Scrolls V: Skyrim,,,,,good,,,,PlayStation,,,,"You mentioned that you enjoyed playing The Elder Scrolls V: Skyrim. In general, do you enjoy playing games for the PlayStation?"
The Elder Scrolls V: Skyrim,,,,,good,,,,PlayStation,,,,"Are you a fan of PlayStation games, or just The Elder Scrolls V: Skyrim ?"
The Elder Scrolls V: Skyrim,,,Bethesda Game Studios,,good,,,,,,,,You had good things to say about The Elder Scrolls V: Skyrim. Are you a fan of other projects released by Bethesda Game Studios as well?
The Elder Scrolls V: Skyrim,,,Bethesda Game Studios,,good,,,,,,,,"Do you enjoy all of Bethesda Game Studios' games, or just The Elder Scrolls V: Skyrim ?"
The Elder Scrolls V: Skyrim,,,,,good,,first person,,,,,,"I know you thought The Elder Scrolls V: Skyrim was a pretty fun game. In general, do you tend to enjoy first person games like that?"
The Elder Scrolls V: Skyrim,,,,,good,,first person,,,,,,Do you often find first person games fun or is The Elder Scrolls V: Skyrim unique?
The Elder Scrolls V: Skyrim,,,,,good,"adventure, role-playing",,,,,,,You mentioned earlier that you thought The Elder Scrolls V: Skyrim was pretty good. Do you in general enjoy playing adventure RPGs?
The Elder Scrolls V: Skyrim,,,,,good,"adventure, role-playing",,,,,,,do you usually like adventure RPGs or just The Elder Scrolls V: Skyrim ?
The Elder Scrolls V: Skyrim,,,,M (for Mature),good,,,,,,,,So you mentioned that you thought The Elder Scrolls V: Skyrim was a fun game. Do you have similar thoughts about other M rated games?
The Elder Scrolls V: Skyrim,,,,M (for Mature),good,,,,,,,,Are you often pleased with M rated games or is it just  The Elder Scrolls V: Skyrim ?
Transport Tycoon,,,Chris Sawyer,,average,,,,,,,,I know you mentioned you thought Transport Tycoon was mediocre. Do you feel that way about all the games developed by Chris Sawyer?
Transport Tycoon,,,Chris Sawyer,,average,,,,,,,,"Do you tend to find Chris Sawyer's games average, or just Transport Tycoon ?"
Transport Tycoon,,,,,average,,,no,,,,,I know you think that Transport Tycoon was pretty okay but not great. Do you feel similarly about other games that lack multiplayer?
Transport Tycoon,,,,,average,,,no,,,,,Do you find all single player games average or just Transport Tycoon ?
Transport Tycoon,1994,,,,average,,,,,,,,You said that Transport Tycoon was so-so. Do you think that the other games released in 1994 are similarly mediocre?
Transport Tycoon,,,,,average,,,,,,,no,Earlier you mentioned that you felt Transport Tycoon was mediocre. Do you feel the same way about all games that lack a Mac release?
Transport Tycoon,,,,,average,,,,,,,no,"Do you usually find games without a mac release inadequate, or just Transport Tycoon ?"
Transport Tycoon,,,,,average,,,,PC,,,,"You said you felt Transport Tycoon was of average quality. In general, do you just find PC games to be so-so like that?"
BioShock,,,,,good,,,,Xbox,,,,You mentioned enjoying BioShock a fair amount. Do you in general like playing Xbox games?
BioShock,,,,,good,,,,Xbox,,,,"Do you usually like Xbox games, or just BioShock ?"
BioShock,,,,M (for Mature),good,,,,,,,,Do you tend to enjoy M rated games or is BioShock unique?
BioShock,,,,M (for Mature),good,,,,,,,,I know you enjoyed BioShock a fair amount. Would you say that you like to play M rated games in general?
BioShock,,,,,good,"action-adventure, role-playing, shooter",,,,,,,"You said you liked BioShock. So I'm curious, do you tend to enjoy action-adventure role-playing shooters in general?"
BioShock,,,,,good,,,no,,,,,"You mentioned that you had fun playing BioShock. In general, do you enjoy single player only games like that?"
BioShock,,,,,good,,,no,,,,,Do you enjoy all single player games without multiplayer or is BioShock special?
BioShock,,,,,good,,first person,,,,,,"You like Bioshock, is that true of all first person games?"
BioShock,,,,,good,,first person,,,,,,I know you felt BioShock was a pretty good game. Do you in general enjoy first person games?
Small World 2,,,Days of Wonder,,poor,,,,,,,,You mentioned how much you dislike Small World 2. Do you also dislike the other games developed by Days of Wonder?
Small World 2,,,,,poor,"indie, trivia/board game",,,,,,,"Do you tend to be disappointed by indie board games, or just Small World 2 ?"
Small World 2,,,,,poor,"indie, trivia/board game",,,,,,,You've mentioned how much you dislike Small World 2. Do you just not enjoy indie games in the trivia/board game genre?
Small World 2,,,,,poor,,,yes,,,,,"Just a moment ago you were talking about how much you dislike Small World 2. So I'm wondering, do you in general just not enjoy games with multiplayer?"
Small World 2,,,,,poor,,,yes,,,,,Do you dislike all multiplayer games or just Small World 2?
Small World 2,,,,,poor,,,,,,yes,,"You just mentioned how much you disliked Small World 2. This got me wondering, in general do you not like games that have a Linux release?"
Small World 2,,,,,poor,,,,,,yes,,"Are you often disappointed with linux games, or only Small World 2 ?"
Small World 2,,,,,poor,,,,,yes,,,You mentioned not liking Small World 2 at all. In general do you dislike games that are on Steam?
Small World 2,,,,,poor,,,,,yes,,,"Do you tend to not enjoy games on Steam, or is it just a problem with Small World 2 ?"
Skyforge,2015,,,,poor,,,,,,,,"If I remember right you thought Skyforge was a pretty bad game. I'm curious, do you also dislike other games that came out in 2015?"
Skyforge,,,,,poor,,third person,,,,,,Do you dislike all third person games or just Skyforge?
Skyforge,,,,,poor,,third person,,,,,,I know you really didn't enjoy Skyforge. Do you feel similarly about other games with a third person perspective?
Skyforge,,,Allods Online,,poor,,,,,,,,You didn't care for Skyforge if I remember right. Do you typically not enjoy titles developed by Allods Online?
Skyforge,,,Allods Online,,poor,,,,,,,,"do you usually dislike Allods Online's work, or is Skyforge just bad?"
Skyforge,,,,,poor,,,,Xbox,,,,So you mentioned that you thought Skyforge was a pretty bad game. Do you have similar thoughts about other games for the Xbox?
Skyforge,,,,,poor,"adventure, hack-and-slash, MMORPG",,,,,,,"You said Skyforge stunk.  Don't you say that about most adventure, hack-and-slash, MMORPG games?"
Skyforge,,,,,poor,"adventure, hack-and-slash, MMORPG",,,,,,,Do you dislike all hack and slash adventure MMORPGs or just Skyforge?
World of Warcraft,,,,,good,,,,PC,,,,You mentioned enjoying World of Warcraft. Do you in general like playing PC games?
World of Warcraft,,,,,good,,,,,,,yes,You like World of Warcraft too.  Is that because you can play it on Mac?
World of Warcraft,,,,,good,,,,,,,yes,You like World of Warcraft? Do you like other games on the Mac?
World of Warcraft,,,,,good,,third person,,,,,,You said World of Warcraft was fun. Is that true with lots of other games offering a third person perspective?
World of Warcraft,,,,,good,,third person,,,,,,Do you like all third person games or justv?
World of Warcraft,,,Blizzard Entertainment,,good,,,,,,,,Are you a big fan of Blizzard Entertainment or just World of Warcraft ?
World of Warcraft,,,Blizzard Entertainment,,good,,,,,,,,You mentioned you thought that World of Warcraft was pretty good. Do you in general like games made by Blizzard Entertainment?
World of Warcraft,,,,,good,"adventure, MMORPG",,,,,,,Do you like all adventure MMORPGs or just World of Warcraft ?
World of Warcraft,,,,,good,"adventure, MMORPG",,,,,,,"You mentioned that you thought World of Warcraft was pretty fun. In general, do you find adventure MMORPGs to be fun?"
The Forest of Doom,,,,,average,"role-playing, text adventure",,,,,,,"You said that The Forest of Doom was a mostly okay game, but nothing special. Do you feel the same way about all role-playing text adventure games?"
The Forest of Doom,,,,,average,"role-playing, text adventure",,,,,,,Do you usually find Text adventure RPGs adequate or just The Forest of Doom ?
The Forest of Doom,,,Tin Man Games,,average,,,,,,,,You said you thought that The Forest of Doom was so-so. Do you feel the same way about all the games made by Tin Man Games?
The Forest of Doom,,,Tin Man Games,,average,,,,,,,,"Are you normally unimpressed by Tin Man games' projects, or just The Forest of Doom ?"
The Forest of Doom,2014,,,,average,,,,,,,,"So I know you mentioned that you think the Forest of Doom was an okay game but could have been a lot better. I'm curious, do you tend to feel that way about all the games released in 2014?"
The Forest of Doom,,,,,average,,,no,,,,,Do you tend to find single player games average or is The Forest of Doom just not very good?
The Forest of Doom,,,,,average,,,no,,,,,You said that The Forest of Doom was okay but didn't blow you away. Do you feel similarly about all games that lack multiplayer?
The Forest of Doom,,,,,average,,,,PC,,,,"If I remember right, you mentioned you felt that The Forest of Doom was a pretty average game. Do you have similar thoughts about the other games that are available for the PC?"
The Forest of Doom,,,,,average,,,,PC,,,,Are you usually unimpressed by PC games or is The Forest of Doom  unique?
Uncharted 4: A Thief's End,,,,,excellent,,,yes,,,,,Do you love all multiplayer games or is it just Uncharted 4: A Thief's End ?
Uncharted 4: A Thief's End,,,,,excellent,,,yes,,,,,I know you thought that Uncharted 4: A Thief's End was a truly excellent game. Do you also love other games that have a multiplayer option?
Uncharted 4: A Thief's End,,,Naughty Dog,,excellent,,,,,,,,"I know you really, really loved Uncharted 4: A Thief's End. I'm wondering, do you in general love the games developed by Naughty Dog?"
Uncharted 4: A Thief's End,,,Naughty Dog,,excellent,,,,,,,,"Do you usually think naughty dog games are amazing, or just Uncharted 4: A Thief's End ?"
Uncharted 4: A Thief's End,,,,,excellent,"action-adventure, shooter",,,,,,,"You mentioned before that you love Uncharted 4: A Thief's End, is that true for all action-adventure shooters?"
Uncharted 4: A Thief's End,,,,,excellent,"action-adventure, shooter",,,,,,,You mentioned that you thought Uncharted 4: A Thief's End was a thoroughly amazing game. Do you in general just really love action-adventure shooters?
