name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Tetris</b>,Year: <b>1986</b>,,"Developer: <b>Spectrum HoloByte, Inc.</b>",,,"Genres: <b>arcade, puzzle, strategy</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>no</b>,Platform: <b>Nintendo</b>,,,
<b>Portal 2</b>,Year: <b>2011</b>,,Developer: <b>Valve Corporation</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,,"Genres: <b>platformer, puzzle, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>Resident Evil 4</b>,Year: <b>2005</b>,,Developer: <b>Capcom Production Studio 4</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Guitar Hero: Smash Hits</b>,Year: <b>2009</b>,,Developer: <b>Beenox</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>music</b>,Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo</b>,,,
<b>BioShock</b>,Year: <b>2007</b>,,Developer: <b>2K Boston</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Age of Empires II: The Age of Kings</b>,Year: <b>1999</b>,,Developer: <b>Ensemble Studios</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>real-time strategy</b>,Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Mirror's Edge Catalyst</b>,Year: <b>2016</b>,,Developer: <b>EA Digital Illusions CE</b>,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>action-adventure, fighting</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>Worms: Reloaded</b>,Year: <b>2010</b>,,Developer: <b>Team17 Digital Ltd</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,,"Genres: <b>action, platformer, strategy</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>The Vanishing of Ethan Carter</b>,Year: <b>2014</b>,,Developer: <b>The Astronauts</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>adventure, indie</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,
<b>Might & Magic: Heroes VI</b>,Year: <b>2011</b>,,Developer: <b>Black Hole Entertainment</b>,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>role-playing, turn-based strategy</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
