name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Assassin's Creed II,,,,,good,"action-adventure, platformer",,,PlayStation,,,,You said earlier that you enjoyed Assassin's Creed II. Are you generally a fan of action-adventure games for PlayStation with platforming?
Assassin's Creed II,,,,,good,"action-adventure, platformer",,,PlayStation,,,,You said that you liked Assassin's Creed II. Do you generally like to play action-adventure platformers on the PlayStation.
Assassin's Creed II,,,Ubisoft Montreal,M (for Mature),good,,,,,,,,"You like Assassin's Creed I right? Assassin's Creed II is out by Ubisoft Montreal soon, I heard it is rated M!"
Assassin's Creed II,,,Ubisoft Montreal,M (for Mature),good,,,,,,,,"You seem to enjoy Ubisoft Montreal's M-rated games, do you like the assassin's creed series?"
Assassin's Creed II,,,,,good,"action-adventure, platformer",third person,,,,,,You said that you enjoyed Assassin's Creed II. Do you generally like to play third person action-adventure platforms?
Assassin's Creed II,,,,,good,"action-adventure, platformer",third person,,,,,,I recall you said that you liked Assassin's Creed II. Are you generally fond of third person action-adventure games featuring platforming?
Assassin's Creed II,2009,,,,good,,,,PlayStation,,,,The last time we were hanging out you said you were into Assassin's Creed III. Is it safe to assume that you liked alot of other Playstation games from 2009?
Assassin's Creed II,2009,,,,good,,,,PlayStation,,,,You said that you liked Assassin's Creed II. Do you generally like to play PlayStation games from 2009?
Assassin's Creed II,,,Ubisoft Montreal,,good,,,,PlayStation,,,,"Since you enjoyed playing Assassin's Creed II, are you into other PlayStation games by Ubisoft Montreal?"
Assassin's Creed II,,,Ubisoft Montreal,,good,,,,PlayStation,,,,"This will top your block as you never seen an better history re enactment better than National Geographic. You explore, wield an sword and steal under valuable monuments."
The Vanishing of Ethan Carter,,,,,average,"adventure, indie",first person,,,,,,I remember you saying you found The Vanishing of Ethan Carter to be average. In general are you unimpressed by indie adventure games with a first person perspective?
The Vanishing of Ethan Carter,,,,,average,"adventure, indie",first person,,,,,,You said you were not that fond of The Vanishing of Ethan Carter. Do you like to play first person adventure games from indie developers?
The Vanishing of Ethan Carter,,,The Astronauts,,average,,,,Xbox,,,,You said earlier that you found The Vanishing of Ethan Carter average. Are you generally unimpressed by Xbox games from The Astronauts?
The Vanishing of Ethan Carter,,,The Astronauts,,average,,,,Xbox,,,,"You said you were not that fond of The Vanishing of Ethan Carter. In general, do you like releases from The Astronauts on Xbox?"
The Vanishing of Ethan Carter,,,,M (for Mature),average,,,,Xbox,,,,I remember you found The Vanishing of Ethan Carter to be average. In general are you not impressed with Xbox games rated M (for Mature)?
The Vanishing of Ethan Carter,,,,M (for Mature),average,,,,Xbox,,,,You mentioned that you were not too fond of The Vanishing of Ethan Carter. Is that the case for all mature games on Xbox?
The Vanishing of Ethan Carter,,,,M (for Mature),average,,first person,,,,,,You've mentioned that you played The Vanishing of Ethan Carter but is not really fond of it. Does it mean that you are not a fan of first-person story mystery games?
The Vanishing of Ethan Carter,,,,M (for Mature),average,,first person,,,,,,I recall that you found The Vanishing of Ethan Carter to be average. Generally are you not impressed with first person perspective games rated M (for Mature)?
The Vanishing of Ethan Carter,,,The Astronauts,,average,"adventure, indie",,,,,,,You said that you were not fond of The Vanishing of Ethan Carter by The Astronauts.  Is this the same for all indie adventure games or just this one?
The Vanishing of Ethan Carter,,,The Astronauts,,average,"adventure, indie",,,,,,,Earlier you mentioned that you found The Vanishing of Ethan Carter to be average. Are you generally unimpressed by indie adventure games from The Astronauts?
Tomb Raider: The Last Revelation,,,,,good,,third person,,PlayStation,,,,I remember you saying that you love Tomb Raider: The Last Revelation. Do you in general like to play PlayStation games in third person perspective?
Tomb Raider: The Last Revelation,,,,,good,,third person,,PlayStation,,,,I remember you saying that you enjoy Tomb Raider: The Last Revelation. In general are you a fan of third person perspective games on PlayStation?
Tomb Raider: The Last Revelation,,,,T (for Teen),good,"action-adventure, puzzle, shooter",,,,,,,You really liked Tomb Raider: The Last Revelation. Do you also like other action-adventure games with puzzle or shooter elements that are rated T (for Teen)?
Tomb Raider: The Last Revelation,,,,T (for Teen),good,"action-adventure, puzzle, shooter",,,,,,,You said earlier that you liked Tomb Raider: The Last Revelation. Typically are you a fan of action-adventure games rated T (for Teen) featuring puzzles and shooting?
Tomb Raider: The Last Revelation,,,Core Design,,good,,,,PlayStation,,,,I remember the other day you said you liked Tomb Raider: The Last Revelation. Are you fond of all Playstation games made by Core Design?
Tomb Raider: The Last Revelation,,,Core Design,,good,,,,PlayStation,,,,You mentioned that you liked Tomb Raider: The Last Revelation. Are you generally fond of PlayStation games from Core Design?
Tomb Raider: The Last Revelation,,,,,good,,,no,PlayStation,,,,You've mentioned how much you enjoy Tomb Raider: The Last Revelation before. Do you generally prefer multiplayer or non multiplayer games on Playstation?
Tomb Raider: The Last Revelation,,,,,good,,,no,PlayStation,,,,Previously you mentioned you like Tomb Raider: The Last Revelation. In general are you fond of single player PlayStation games?
Tomb Raider: The Last Revelation,1999,,,,good,"action-adventure, puzzle, shooter",,,,,,,You said earlier that you liked Tomb Raider: The Last Revelation. Are you a fan in general of action-adventure games from 1999 with puzzles and shooting?
Tomb Raider: The Last Revelation,1999,,,,good,"action-adventure, puzzle, shooter",,,,,,,"I I know how much you like Tomb Raider: The Last Revelation. Is it a favorite because it's an action-adventure, puzzle, shooter type of game?"
NHL 15,,,EA Canada,,average,,,,PlayStation,,,,You said earlier that NHL 15 was simply average. Are you usually unimpressed with PlayStation games from EA Canada?
NHL 15,,,EA Canada,,average,,,,PlayStation,,,,You didn't seem to be all that impressed with NHL 15.  Does that go for other titles by EA Canada on Playstation as well?
NHL 15,,,,,average,"simulation, sport",bird view,,,,,,Earlier you mentioned that NHL 15 was merely average. Are you generally not impressed by sports simulation games with a bird view perspective?
NHL 15,,,,,average,"simulation, sport",bird view,,,,,,"You said you were not that fond of NHL 15. In general, do you like to play bird's-eye view sport simulations?"
NHL 15,2014,,,,average,,,,PlayStation,,,,"You didn't seem to fond of PlayStation back in 2014, did you prefer to play on Xbox back then?"
NHL 15,2014,,,,average,,,,PlayStation,,,,You said you were not that fond of . Is that the case for all PlayStation games from 2014?
NHL 15,,,EA Canada,,average,"simulation, sport",,,,,,,You mentioned you thought NHL 15 was average. Are you generally unimpressed with sports simulation games from EA Canada?
NHL 15,,,EA Canada,,average,"simulation, sport",,,,,,,"I know you feel that NHL 15 is neither particularly great, nor particularly terrible. Do you feel the same way about the other sport simulators made by EA Canada?"
NHL 15,,,,,average,"simulation, sport",,yes,,,,,"Previously, you said stated that you were not too fond of NHL 15. Is this the case for all multiplayer sport simulations?"
NHL 15,,,,,average,"simulation, sport",,yes,,,,,You said earlier that you thought NHL 15 was average. Are you unimpressed in general by multiplayer sports simulation games?
Football Manager 2015,2014,,Sports Interactive,,good,,,,,,,,What did you think of Football Manager 2015? Sports Interactive was the developer and I've always been satisfied with their products.
Football Manager 2015,2014,,Sports Interactive,,good,,,,,,,,Earlier you mentioned that you liked Football Manager 2015. Generally are you a fan of games from 2014 by Sports Interactive?
Football Manager 2015,,,Sports Interactive,,good,"simulation, sport, strategy",,,,,,,I remember you mentioning Football Manager 2015 as one of your favorite games. How would you feel about trying some of Sports Interactive's other sports sim strategy games?
Football Manager 2015,,,Sports Interactive,,good,"simulation, sport, strategy",,,,,,,You said that you liked Football Manager 2015. Do you generally like to play sports strategy simulations from Sports Interactive?
Football Manager 2015,2014,,,,good,"simulation, sport, strategy",,,,,,,I was surprised when you told me you liked Football Manager 2015. Was that the only sports sim strategy title from 2014 that you liked though?
Football Manager 2015,2014,,,,good,"simulation, sport, strategy",,,,,,,Earlier you said you enjoyed Football Manager 2015. Are you generally a fan of simulation games from 2014 involving sports and strategy?
Football Manager 2015,,,,,good,"simulation, sport, strategy",,yes,,,,,"Football Manager 15 with friends online has been pretty fun, it's very realistic simulation, managing my football team in the game, and it's fun finding effective strategies for beating other players on the field."
Football Manager 2015,,,,,good,"simulation, sport, strategy",,yes,,,,,You said previously that you liked Football Manager 2015. Are you typically a fan of simulation games featuring sports and strategy?
Football Manager 2015,,,Sports Interactive,,good,,,yes,,,,,You previously said that you liked Football Manager 2015. Are you generally fond of multiplayer games from Sports Interactive?
Football Manager 2015,,,Sports Interactive,,good,,,yes,,,,,You said that you liked Football Manager 2015. Do you generally like multiplayer games by Sports Interactive?
Tom Clancy's The Division,,,Massive Entertainment,,average,,,,,yes,,,"I remember you mentioned that Tom Clancy's The Division, by Massive Entertainment, was just OK. Do you think you would enjoy it more on a console, instead of Steam?"
Tom Clancy's The Division,,,Massive Entertainment,,average,,,,,yes,,,You said you were not that fond of Tom Clancy's The Division. Is this the case for all games by Massive Entertainment on Steam?
Tom Clancy's The Division,,,,,average,,,yes,PC,,,,"You said you were not that fond of Tom Clancy's The Division. In general, do you like to play multiplayer games on the PC?"
Tom Clancy's The Division,,,,,average,,,yes,PC,,,,"You said yesterday that multiplayer on Tom Clancy's The Division was average. Would you prefer to play it on the PS4, rather than in PC."
Tom Clancy's The Division,,,,M (for Mature),average,,,,,,no,,I recall that you found Tom Clancy's The Division to be average. In general are you unimpressed with M (for Mature) rated games that aren't available on Linux?
Tom Clancy's The Division,,,,M (for Mature),average,,,,,,no,,I remember you saying that Tom Clancy's The Division was not that great. Do you have a preference for mature games on Linux?
Tom Clancy's The Division,,,,,average,"role-playing, shooter, tactical",,,,,,no,You mentioned earlier that you thought Tom Clancy's The Division was average. Are you generally not fond of role-playing games featuring shooting and tactical gameplay that were not released for Mac?
Tom Clancy's The Division,,,,,average,"role-playing, shooter, tactical",,,,,,no,I know you weren't sold on Tom Clancy's The Division. Do you feel okay about other role-playing tactical shooters that don't have a Mac release?
Tom Clancy's The Division,2016,,,,average,,third person,,,,,,"You said earlier that you found Tom Clancy's The Division to be average. In general, are you not impressed by third person perspective games from 2016?"
Tom Clancy's The Division,2016,,,,average,,third person,,,,,,You said earlier that you were not that fond of Tom Clancy's The Division. Is it the case with all 2016 games played from a third-person perspective?
Commandos: Behind Enemy Lines,1998,,Pyro Studios,,good,,,,,,,,You previously mentioned liking Commandos: Behind Enemy Lines. Generally are you a fan of games from 1998 by Pyro Studios?
Commandos: Behind Enemy Lines,1998,,Pyro Studios,,good,,,,,,,,I heard you say that you liked Commandos: Behind Enemy Lines was a good game. Do you usually like games from Pyro Studios?
Commandos: Behind Enemy Lines,,,,T (for Teen),good,"strategy, tactical",,,,,,,Previously you told me that you like to play Commandos: Behind Enemy Lines. Does it mean you are fond of T-rated games with a lot of realtime strategy?
Commandos: Behind Enemy Lines,,,,T (for Teen),good,"strategy, tactical",,,,,,,You mentioned that you liked Commandos: Behind Enemy Lines. Do you tend to enjoy T (for Teen) rated games involving strategy and tactical gameplay?
Commandos: Behind Enemy Lines,,,,,good,,bird view,yes,,,,,You said earlier that you liked Commandos: Behind Enemy Lines. Are you a fan in general of multiplayer games with a bird view perspective?
Commandos: Behind Enemy Lines,,,,,good,,bird view,yes,,,,,"Earlier, you said you liked Commandos: Behind Enemy Lines. Do you usually enjoy multiplayer games from a bird's-eye view?"
Commandos: Behind Enemy Lines,,,,,good,,,,PC,yes,,,You mentioned that you enjoyed Commandos: Behind Enemy Lines. Are you generally fond of PC games on Steam?
Commandos: Behind Enemy Lines,,,,,good,,,,PC,yes,,,"I played Commandos: Behind Enemy lines on my PC, on Steam, and I thought it was pretty good."
Commandos: Behind Enemy Lines,,,,,good,"strategy, tactical",,,PC,,,,I heard you say that you like Commandos: Behind Enemy Lines. Are you really fond of games wherein it requires your clever strategies and tactics?
Commandos: Behind Enemy Lines,,,,,good,"strategy, tactical",,,PC,,,,You mentioned that you liked Commandos: Behind Enemy Lines. Are you a fan in general of strategy and tactical games for PC?
Outlast II,,,,,average,"adventure, indie",,,Xbox,,,,Earlier you mentioned that you found Outlast II to be just okay. In general are you not impressed with indie adventure games for Xbox?
Outlast II,,,,,average,"adventure, indie",,,Xbox,,,,"You said you were not that fond of Outlast II. In general, do you like to play indie adventure games on Xbox?"
Outlast II,,,,,average,"adventure, indie",first person,,,,,,"I remember you telling me you just finished playing Outlast II, and thought it was decent. Do you generally like first person indie adventure games?"
Outlast II,,,,,average,"adventure, indie",first person,,,,,,"You said that you weren't too fond of Mirror's Edge, was it the free running aspect that turned you off from it?"
Outlast II,2017,,,,average,,,,Xbox,,,,You said earlier that you thought Outlast II was average. Are you typically unimpressed by Xbox games from 2017?
Outlast II,2017,,,,average,,,,Xbox,,,,I know you felt lukewarm about Outlast II. Do you feel the same about other Xbox games that came out in 2017?
Outlast II,,,Red Barrels,,average,,first person,,,,,,I recall that you said you found Outlast II to be average. Generally are you not impressed by first person games from Red Barrels?
Outlast II,,,Red Barrels,,average,,first person,,,,,,You said you were not that fond of Outlast II. Do you generally like to play first person games from Red Barrels?
