mr,ref
"verify_attribute(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], platforms[PlayStation])",You said earlier that you enjoyed Assassin's Creed II. Are you generally a fan of platforming action-adventure games for PlayStation?
"verify_attribute(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], platforms[PlayStation])",You said that you liked Assassin's Creed II. Do you generally like to play action-adventure platformers on the PlayStation?
"verify_attribute(name[Assassin's Creed II], developer[Ubisoft Montreal], esrb[M (for Mature)], rating[good])","You like Assassin's Creed II right? Assassin's Creed II is created by Ubisoft Montreal, I heard it is rated M, right?"
"verify_attribute(name[Assassin's Creed II], developer[Ubisoft Montreal], esrb[M (for Mature)], rating[good])","You seem to enjoy Ubisoft Montreal's M rated games like Assassin's Creed II, does that sound right?"
"verify_attribute(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], player_perspective[third person])",You said that you enjoyed Assassin's Creed II. Do you generally like to play third person action-adventure platformers?
"verify_attribute(name[Assassin's Creed II], rating[good], genres[action-adventure, platformer], player_perspective[third person])",I recall you said that you liked Assassin's Creed II. Are you generally fond of third person action-adventure games featuring platforming?
"verify_attribute(name[Assassin's Creed II], release_year[2009], rating[good], platforms[PlayStation])",The last time we were talking you said you were into Assassin's Creed II. Is it safe to assume that you liked alot of other PlayStation games from 2009?
"verify_attribute(name[Assassin's Creed II], release_year[2009], rating[good], platforms[PlayStation])",You said that you liked Assassin's Creed II. Do you normally like to play PlayStation games from 2009?
"verify_attribute(name[Assassin's Creed II], developer[Ubisoft Montreal], rating[good], platforms[PlayStation])","Since you enjoyed playing Assassin's Creed II, are you into other PlayStation games by Ubisoft Montreal?"
"verify_attribute(name[Assassin's Creed II], developer[Ubisoft Montreal], rating[good], platforms[PlayStation])","It's cool that you liked Assassin's Creed II, do you feel the same about other PlayStation games created by Ubisoft Montreal?"
"verify_attribute(name[The Vanishing of Ethan Carter], rating[average], genres[adventure, indie], player_perspective[first person])",I remember you saying you found The Vanishing of Ethan Carter to be average. In general are you unimpressed by indie adventure games with a first person perspective?
"verify_attribute(name[The Vanishing of Ethan Carter], rating[average], genres[adventure, indie], player_perspective[first person])",You said you were ambivalent towards The Vanishing of Ethan Carter. Do you feel the same about other first person adventure games from indie developers?
"verify_attribute(name[The Vanishing of Ethan Carter], developer[The Astronauts], rating[average], platforms[Xbox])",You said earlier that you found The Vanishing of Ethan Carter average. Do you feel normally unimpressed by Xbox games from The Astronauts?
"verify_attribute(name[The Vanishing of Ethan Carter], developer[The Astronauts], rating[average], platforms[Xbox])","You said you felt so-so about The Vanishing of Ethan Carter. In general, would you say you felt the same about other releases from The Astronauts on Xbox?"
"verify_attribute(name[The Vanishing of Ethan Carter], esrb[M (for Mature)], rating[average], platforms[Xbox])",I remember you found The Vanishing of Ethan Carter to be average. Would you say you are not impressed with Xbox games rated M (for Mature)?
"verify_attribute(name[The Vanishing of Ethan Carter], esrb[M (for Mature)], rating[average], platforms[Xbox])",You mentioned that you were indifferent towards The Vanishing of Ethan Carter. Is that the case for all mature games on Xbox?
"verify_attribute(name[The Vanishing of Ethan Carter], esrb[M (for Mature)], rating[average], player_perspective[first person])",You've mentioned that you played The Vanishing of Ethan Carter but felt indifferent towards it. Does it mean that you feel the same about different Mature first person story games?
"verify_attribute(name[The Vanishing of Ethan Carter], esrb[M (for Mature)], rating[average], player_perspective[first person])",I recall that you found The Vanishing of Ethan Carter to be average. Generally are you not impressed with first person perspective games rated M (for Mature)?
"verify_attribute(name[The Vanishing of Ethan Carter], developer[The Astronauts], rating[average], genres[adventure, indie])",You said that you thought The Vanishing of Ethan Carter by The Astronauts was just average. Is this the same for all indie adventure games?
"verify_attribute(name[The Vanishing of Ethan Carter], developer[The Astronauts], rating[average], genres[adventure, indie])",Earlier you mentioned that you found The Vanishing of Ethan Carter to be average. Is it normal that you are unimpressed by indie adventure games from The Astronauts?
"verify_attribute(name[Tomb Raider: The Last Revelation], rating[good], player_perspective[third person], platforms[PlayStation])",I remember you saying that you love Tomb Raider: The Last Revelation. Do you usually like to play PlayStation games in third person perspective?
"verify_attribute(name[Tomb Raider: The Last Revelation], rating[good], player_perspective[third person], platforms[PlayStation])",I remember you saying that you enjoy Tomb Raider: The Last Revelation. Would you say you strongly prefer third person perspective games on PlayStation?
"verify_attribute(name[Tomb Raider: The Last Revelation], esrb[T (for Teen)], rating[good], genres[action-adventure, puzzle, shooter])",You really liked Tomb Raider: The Last Revelation. Do you also like other action-adventure games with puzzle or shooter elements that are rated T (for Teen)?
"verify_attribute(name[Tomb Raider: The Last Revelation], esrb[T (for Teen)], rating[good], genres[action-adventure, puzzle, shooter])","You said earlier that you liked Tomb Raider: The Last Revelation. Typically, are you a fan of action-adventure games rated T (for Teen) featuring puzzles and shooting?"
"verify_attribute(name[Tomb Raider: The Last Revelation], developer[Core Design], rating[good], platforms[PlayStation])",I remember the other day you said you liked Tomb Raider: The Last Revelation. Are you fond of all PlayStation games made by Core Design?
"verify_attribute(name[Tomb Raider: The Last Revelation], developer[Core Design], rating[good], platforms[PlayStation])",You mentioned that you liked Tomb Raider: The Last Revelation. Are you generally fond of PlayStation games from Core Design?
"verify_attribute(name[Tomb Raider: The Last Revelation], rating[good], has_multiplayer[no], platforms[PlayStation])",You've mentioned how much you enjoy Tomb Raider: The Last Revelation before. Is it common that you prefer single-player games on PlayStation?
"verify_attribute(name[Tomb Raider: The Last Revelation], rating[good], has_multiplayer[no], platforms[PlayStation])",Previously you mentioned you like Tomb Raider: The Last Revelation. Do you normally like playing single-player PlayStation games?
"verify_attribute(name[Tomb Raider: The Last Revelation], release_year[1999], rating[good], genres[action-adventure, puzzle, shooter])",You said earlier that you liked Tomb Raider: The Last Revelation. Are you usually a fan of action-adventure games from 1999 with puzzles and shooting?
"verify_attribute(name[Tomb Raider: The Last Revelation], release_year[1999], rating[good], genres[action-adventure, puzzle, shooter])","I know how much you like Tomb Raider: The Last Revelation. Is it a favorite because it's from 1999 and is an action-adventure, puzzle, shooter type of game?"
"verify_attribute(name[NHL 15], developer[EA Canada], rating[average], platforms[PlayStation])",You said earlier that NHL 15 was simply average. Are you usually unimpressed with PlayStation games from EA Canada?
"verify_attribute(name[NHL 15], developer[EA Canada], rating[average], platforms[PlayStation])",You didn't seem to be all that impressed with NHL 15. Does that go for other titles by EA Canada on PlayStation as well?
"verify_attribute(name[NHL 15], rating[average], genres[simulation, sport], player_perspective[bird view])",Earlier you mentioned that NHL 15 was merely average. Is it common that you're not impressed by sports simulation games with a bird view perspective?
"verify_attribute(name[NHL 15], rating[average], genres[simulation, sport], player_perspective[bird view])","You said you were indifferent towards NHL 15. Typically, do you feel similar to other play bird's-eye view sport simulations?"
"verify_attribute(name[NHL 15], release_year[2014], rating[average], platforms[PlayStation])","You said you didn't love or hate PlayStation games from back in 2014, such as NHL 15. Is that true generally? "
"verify_attribute(name[NHL 15], release_year[2014], rating[average], platforms[PlayStation])",You said you were indifferent towards NHL 15. Is that the case for all PlayStation games from 2014?
