name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Metro 2033,,,,M (for Mature),,"action, role-playing, shooter",,,,,,,"Do you like action shooters that are rated M (for Mature), such as Metro 2033?"
Metro 2033,,,,M (for Mature),,"action, role-playing, shooter",,,,,,,Do you like M rated action shooter RPGs like  Metro 2033 ?
Metro 2033,,,4A Games,,,,,,Xbox,,,,Do you like 4A Games' titles on Xbox such as  Metro 2033 ?
Metro 2033,,,4A Games,,,,,,Xbox,,,,"So I was wondering, have you played any of the Xbox games that were developed by 4A Games, like for instance Metro 2033?"
Metro 2033,2010,,,,,,,,Xbox,,,,"I'm wondering, have you played any 2010 Xbox games, like for example Metro 2033?"
Metro 2033,2010,,,,,,,,Xbox,,,,How do you feel about Xbox games from 2010 like Metro 2033 ?
Metro 2033,,,,,,"action, role-playing, shooter",,no,,,,,What do you think about single player action RPG shooters like Metro 2033 ?
Metro 2033,,,,,,"action, role-playing, shooter",,no,,,,,"Are you fond of single player action shooter RPGs, like Metro 2033?"
Metro 2033,2010,,4A Games,,,,,,,,,,"Do you like 4A Games' games? Such as their 2010 effort, Metro 2033 ?"
Metro 2033,2010,,4A Games,,,,,,,,,,"So I was wondering, have you played any of the 2010 games developed by 4A Games, for instance Metro 2033?"
Small World 2,2010,,Days of Wonder,,,,,,,,,,"Do you enjoy games from Days of Wonder, such as 2010's Small World 2 ?"
Small World 2,2010,,Days of Wonder,,,,,,,,,,"I was wondering, do you also like the 2010 games developed by Days of Wonder, such as Small World 2?"
Small World 2,,,,,,"indie, trivia/board game",,yes,,,,,"I was wondering, have you ever played a multiplayer game in the indie trivia/board game genre, such as Small World 2?"
Small World 2,,,,,,"indie, trivia/board game",,yes,,,,,"Are you a fan of multiplayer indie trivia games, like Small World 2 ?"
Small World 2,,,,,,"indie, trivia/board game",,,PC,,,,"So do you enjoy playing PC games in the indie trivia/board game genre, such as Small World 2?"
Small World 2,,,,,,"indie, trivia/board game",,,PC,,,,"Do you think I would like the indie, trivia/board game, Small World 2 for PC?"
Small World 2,2010,,,,,,,yes,,,,,Do you like multiplayer games from 2010 like Small World 2 ?
Small World 2,2010,,,,,,,yes,,,,,"Have you ever played a multiplayer game released in 2010, like for example Small World 2?"
Small World 2,,,Days of Wonder,,,,,,PC,,,,"I'm wondering, do you ever play any of the PC games developed by Days of Wonder, like for instance Small World 2?"
Small World 2,,,Days of Wonder,,,,,,PC,,,,"How do you feel about Days of Wonder's PC games, such as Small World 2 ?"
The Sims,2000,,Maxis,,,,,,,,,,"Have you ever played any of the games Maxis released in 2000, like for instance The Sims?"
