name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
,Year: <b>2013</b>,,Developer: <b>Overkill Software</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,"Genres: <b>role-playing, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo Switch</b>,,,
,Year: <b>2009</b>,,Developer: <b>Slightly Mad Studios</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>average</b>,"Genres: <b>driving/racing, simulation</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
,Year: <b>2017</b>,,Developer: <b>Red Entertainment Corporation</b>,,Liking: <b>poor</b>,Genres: <b>text adventure</b>,,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
,Year: <b>2017</b>,,Developer: <b>Ninja Theory</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>adventure, hack-and-slash, indie</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
,Year: <b>1997</b>,,Developer: <b>Square</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>excellent</b>,"Genres: <b>adventure, role-playing</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
,Year: <b>2011</b>,,Developer: <b>Evolution Studios</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>poor</b>,Genres: <b>vehicular combat</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
,Year: <b>2015</b>,,Developer: <b>Dontnod Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,Genres: <b>role-playing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
,Year: <b>2005</b>,,Developer: <b>Capcom Production Studio 4</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,
,Year: <b>2004</b>,,Developer: <b>Valve Corporation</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,Genres: <b>shooter</b>,Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
,Year: <b>2010</b>,,Developer: <b>Firaxis Games</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,Liking: <b>good</b>,"Genres: <b>simulation, turn-based strategy</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
