name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Worms: Reloaded,,,,E 10+ (for Everyone 10 and Older),,,,,PC,,,,"One E10+ game on PC I really liked was Worms: Reloaded, have you heard of it?"
Worms: Reloaded,,,,E 10+ (for Everyone 10 and Older),,,,,PC,,,,"If you're looking for an E 10+ rated game you can play on the PC, there's always Worms: Reloaded. Have you heard of it before?"
Worms: Reloaded,,,,,,"action, platformer, strategy",side view,,,,,,A good side view action strategy platformer I know of is Worms: Reloaded. Have you heard of it?
Worms: Reloaded,,,,,,"action, platformer, strategy",side view,,,,,,"On the topic of side view action/strategy/platofrmers, have you tried out Worms: Reloaded ?"
Worms: Reloaded,,,,,,,,,,,yes,yes,"Speaking of strategy games suitable for Mac and Linux platform, have you heard of Worms: Reloaded?"
Worms: Reloaded,,,,,,,,,,,yes,yes,"If you're looking for a game with both a Mac release and a Linux release, Worms: Reloaded is one. Have you heard of it before?"
Worms: Reloaded,,,,,,,side view,yes,,,,,"Are you a fan of multiplayer side view games? You should try out Worms: Reloaded, i think you'd be into it."
Worms: Reloaded,,,,,,,side view,yes,,,,,A side-view multiplayer game that I enjoyed was Worms: Reloaded. Have you played it?
Worms: Reloaded,,,Team17 Digital Ltd,,,"action, platformer, strategy",,,,,,,"Oh you like action strategy platformers? there's this game from Team17 Digital LTD you may like, Worms: Reloaded"
Worms: Reloaded,,,Team17 Digital Ltd,,,"action, platformer, strategy",,,,,,,"If you enjoy the action strategy platformers made by Team17 Digital Ltd, have you ever played Worms: Reloaded?"
Undertale,,,tobyfox,,,,bird view,,,,,,"Since you seem to be a fan of bird-view games by tobyfox, I thought you might like Undertale too. Have you heard about the game?"
Undertale,,,tobyfox,,,,bird view,,,,,,Have you heard of  Undertale? It's this bird view game from Tobyfox
Undertale,,,tobyfox,,,"adventure, indie, role-playing",,,,,,,"Undertale is an adventure, indie, role-playing from tobyfox that I'd recommend. Have you played it yet?"
Undertale,,,tobyfox,,,"adventure, indie, role-playing",,,,,,,"Since you seem to be a fan of adventure,indie, role games by tobyfox, I thought you might like Undertale too. Have you heard about the game?"
Undertale,,,,,,,,,,,yes,yes,"And speaking of games that can be played on both a Mac and Linux, are you familiar with Undertale?"
Undertale,,,,,,,,,,,yes,yes,"Don't you like games that have Linux, or was it Mac releases? Either way, there's this fun game called Undertale I think you'd like that runs on both."
Undertale,,,,E (for Everyone),,,,,,yes,,,Undertale is E (for Everyone) and is available on Steam. Have you ever played it before?
Undertale,,,,E (for Everyone),,,,,,yes,,,"If you want a family friendly game that you can get for Steam, Undertale is there and has an E rating. Have you heard of it before?"
Undertale,2015,,,,,"adventure, indie, role-playing",,,,,,,"A 2015 indie adventure RPG that I enjoyed is Undertale, are you familiar with it?"
Undertale,2015,,,,,"adventure, indie, role-playing",,,,,,,"Since you like indie games, I wonder if you've tried the 2015 adventure role-playing game Undertale?"
Uncharted 4: A Thief's End,,,Naughty Dog,,,,,,PlayStation,,,,Have you heard of Uncharted 4: A Thief's End? It's this playstation game from naughty dog
Uncharted 4: A Thief's End,,,Naughty Dog,,,,,,PlayStation,,,,I really enjoyed Uncharted 4: A Thief's End from Naughty Dog on Playstation.  Have you had a chance to play it?
Uncharted 4: A Thief's End,,,,,,"action-adventure, shooter",third person,,,,,,If you're into third person action-adventure shooters then I'd recommend Uncharted 4: A Thief's End. Have you played it?
Uncharted 4: A Thief's End,,,,,,"action-adventure, shooter",third person,,,,,,"When it comes to third person action-adventure shooters, Uncharted 4: A Thief's End is a pretty famous one. Have you played it before?"
Uncharted 4: A Thief's End,2016,,,,,,,,PlayStation,,,,A Playstation 2016 game that I enjoyed was Uncharted 4: A Thief's End. Have you played it?
Uncharted 4: A Thief's End,2016,,,,,,,,PlayStation,,,,"Uncharted 4: A Thief's End was one of my favorite 2016 games for the PlayStation, have you ever tried it?"
Uncharted 4: A Thief's End,,,,T (for Teen),,"action-adventure, shooter",,,,,,,"While we're on the subject of action-adventure shooters that aren't absurdly violent, Uncharted 4: A Thief's End is only rated T by the ESRB. Have you ever played it?"
Uncharted 4: A Thief's End,,,,T (for Teen),,"action-adventure, shooter",,,,,,,"Speaking of action-adventure, shooter games suitable for Teens, have you heard of Uncharted 4: A Thief's End?"
Uncharted 4: A Thief's End,,,,,,,third person,,PlayStation,,,,"Speaking of third person PlayStation games, are you familiar with Uncharted 4: A Thief's End?"
Uncharted 4: A Thief's End,,,,,,,third person,,PlayStation,,,,Have you heard of  Uncharted 4: A Thief's End? it's one of playstations' best third person exclusives.
Super Mario World,,,Nintendo EAD,,,,,,Nintendo,,,,"If you're looking for a Nintendo game that was specifically developed by Nintendo EAD, Super Mario World is one. Have you played it before?"
Super Mario World,,,Nintendo EAD,,,,,,Nintendo,,,,"Since you're into Nintendo games, have you tried Super Mario World by Nintendo EAD?"
Super Mario World,,,,E (for Everyone),,,,yes,,,,,"For E rated games with a multiplayer option, Super Mario World is a good choice. Have you played it?"
Super Mario World,,,,E (for Everyone),,,,yes,,,,,"Since you like playing multiplayer games rated E (for Everyone) with your kids, have you ever tried Super Mario World?"
Super Mario World,1990,,Nintendo EAD,,,,,,,,,,"And speaking of 1990 games made by Nintendo EAD, have you ever played Super Mario World?"
Super Mario World,1990,,Nintendo EAD,,,,,,,,,,Super Mario World was released by Nintendo EAD in 1990. Did you play it back then?
Super Mario World,,,,,,platformer,side view,,,,,,"You know, if you want a side view platformer there's always Super Mario World. Have you played it before?"
Super Mario World,,,,,,platformer,side view,,,,,,Are you familiar with Super Mario World? It's this delightful side view platformer
Super Mario World,,,Nintendo EAD,,,,,yes,,,,,"Since you seem to be a fan of multiplayer games by Nintendo EAD, I thought you might like Super Mario World too. Have you heard about the game?"
Super Mario World,,,Nintendo EAD,,,,,yes,,,,,Do you know of Super Mario World? It's this great multiplayer game from Nintendo EAD.
Crysis,,,,,,"action-adventure, shooter",,,Xbox,,,,"You mentioned action-adventure shooters for the Xbox, well, have you ever heard of Crysis?"
Crysis,,,,,,"action-adventure, shooter",,,Xbox,,,,"Hey, you've got an Xbox right? I was just playing Crysis and I know you like action-adventure shooters, so i think you should pick it up."
Crysis,,,Crytek Frankfurt,M (for Mature),,,,,,,,,An M rated game developed by Crytek Frankfurt that I enjoyed recently was Crysis. Have you heard of it before?
Crysis,,,Crytek Frankfurt,M (for Mature),,,,,,,,,"The other day I was playing Crysis, it's this nice M rated game from Crytek Frankfurt."
Crysis,,,Crytek Frankfurt,,,,first person,,,,,,"I know Crytek Frankfurt has made a few different first person games, like Crysis for example. Have you played it before?"
Crysis,,,Crytek Frankfurt,,,,first person,,,,,,"I know you like Crytek Frankfurt games, especially their first person games. Have you ever tried Crysis?"
Crysis,,,,,,,,yes,Xbox,,,,Do you like multiplayer Xbox games? Then you'd love  Crysis.
Crysis,,,,,,,,yes,Xbox,,,,"For multiplayer Xbox games, there's always Crysis. Have you played it?"
Crysis,2007,,,,,,,,Xbox,,,,"For 2007 games, I enjoyed Crysis for the Xbox. Have you heard of it?"
Crysis,2007,,,,,,,,Xbox,,,,"Since you seem to be a fan of Xbox games of 2007, I thought you might like Crysis too. Have you heard about the game?"
Stronghold 2,2005,,,,,"real-time strategy, simulation",,,,,,,"Have you ever heard of the real-time strategy simulation game Stronghold 2, from 2005?"
Stronghold 2,2005,,,,,"real-time strategy, simulation",,,,,,,Stronghold 2 was a real-time strategy simulator from 2005 that I myself liked. Are you familiar with it?
Stronghold 2,,,Firefly Studios,,,,,,PC,,,,"Do you typically like PC games? if so, you'd love Firefly Studio's Stronghold 2"
Stronghold 2,,,Firefly Studios,,,,,,PC,,,,"One of my favorite PC games made by Firefly Studios is Stronghold 2, are you familiar with it?"
Stronghold 2,,,,T (for Teen),,"real-time strategy, simulation",,,,,,,"Stronghold 2 was a T rated real-time strategy simulator that I enjoyed, have you played it?"
Stronghold 2,,,,T (for Teen),,"real-time strategy, simulation",,,,,,,"A Teen-rated real-time strategy, sim that I enjoyed was Stronghold 2. Have you played it?"
Stronghold 2,2005,,Firefly Studios,,,,,,,,,,"I've recently been playing this Firefly Studios game from 2005, Stronghold 2. You ever heard of it?"
Stronghold 2,2005,,Firefly Studios,,,,,,,,,,"Of the 2005 games developed by Firefly Studios, I thought Stronghold 2 was fun. Have you played it?"
Stronghold 2,,,,,,,,yes,PC,,,,"If you're looking for a PC game with multiplayer, Stronghold 2 is an option. Are you familiar with it?"
Stronghold 2,,,,,,,,yes,PC,,,,Have you heard of the multiplayer PC game Stronghold 2?
RollerCoaster Tycoon,,,,,,"simulation, strategy",,,PC,,,,"A strategy simulator for the PC that I enjoyed is RollerCoaster Tycoon, have you ever played it?"
RollerCoaster Tycoon,,,,,,"simulation, strategy",,,PC,,,,I know you just got a new PC. Have you ever heard about the simulation strategy game RollerCoaster Tycoon?
RollerCoaster Tycoon,1999,,,,,,,,,,yes,,"And speaking of 1999 games that have Linux releases, have you ever played RollerCoaster Tycoon?"
RollerCoaster Tycoon,1999,,,,,,,,,,yes,,"have you heard of RollerCoaster Tycoon? it's this older game, from 1999, and it released on Linux too so you could play it!"
RollerCoaster Tycoon,,,,,,"simulation, strategy",bird view,,,,,,"A bird view strategy simulator that I enjoyed is RollerCoaster Tycoon, have you heard of it?"
RollerCoaster Tycoon,,,,,,"simulation, strategy",bird view,,,,,,"Since you like bird view perspective games, I wonder if you've ever tried the simulation strategy game RollerCoaster Tycoon?"
RollerCoaster Tycoon,,,MicroProse,,,,,,PC,,,,I think one of the most well known PC games developed by MicroProse is RollerCoaster Tycoon. Did you ever play that one?
RollerCoaster Tycoon,,,MicroProse,,,,,,PC,,,,"Since you just updated your PC, I wonder if you've thought about trying the MicroProse game RollerCoaster Tycoon?"
RollerCoaster Tycoon,,,,,,"simulation, strategy",,,,,yes,,"Oh, if you're interested in a strategy simulator that will run on Linux, there's always RollerCoaster Tycoon. Have you played it before?"
RollerCoaster Tycoon,,,,,,"simulation, strategy",,,,,yes,,You play on Linux? I think you should check out RollerCoaster Tycoon it's a really solid simulation strategy game.
Portal 2,,,Valve Corporation,,,,,yes,,,,,"You've mentioned enjoying the multiplayer games that have been made by Valve Corporation, have you played Portal 2 yet?"
Portal 2,,,Valve Corporation,,,,,yes,,,,,I know you're into multiplayer games. Have you tried Portal 2 by Valve Corporation?
Portal 2,,,,,,"platformer, puzzle, shooter",first person,,,,,,"I know you're into the platformer, puzzle, shooter genre and like first person titles. Have you played Portal 2?"
Portal 2,,,,,,"platformer, puzzle, shooter",first person,,,,,,"A good first person shooter with both puzzle and platforming elements is Portal 2, have you played it before?"
Portal 2,,,,E 10+ (for Everyone 10 and Older),,,,yes,,,,,"Speaking of multiplayer games suitable for Everyone 10 and older, have you heard of Portal 2?"
Portal 2,,,,E 10+ (for Everyone 10 and Older),,,,yes,,,,,"oh, do you know about Portal 2? it's this amazing multiplayer E10+ game from Valve."
Portal 2,,,Valve Corporation,,,,,,PlayStation,,,,"Speaking of PlayStation games made by Valve Corporation, have you ever played Portal 2?"
Portal 2,,,Valve Corporation,,,,,,PlayStation,,,,I know you're a fan of the Valve Corporation. Have you played Portal 2 on Playstation?
Portal 2,2011,,,,,,first person,,,,,,A 2011 first-person game that I enjoyed was Portal 2. Have you played it?
Portal 2,2011,,,,,,first person,,,,,,A first person game released back in 2011 that I enjoyed was Portal 2. Have you played it before?
Need for Speed: Most Wanted,2005,,,,,driving/racing,,,,,,,"A 2005 driving/racing game I thought was fun was Need for Speed: Most Wanted, are you familiar with it?"
Need for Speed: Most Wanted,2005,,,,,driving/racing,,,,,,,Need for Speed: Most Wanted is a driving/racing game loaded with nostalgia circa 2005. Have you played it before?
Need for Speed: Most Wanted,,,,,,driving/racing,,,PC,,,,A PC platform driving/racing game that I enjoyed was Need for Speed: Most Wanted. Have you played it?
Need for Speed: Most Wanted,,,,,,driving/racing,,,PC,,,,"A classic driving/racing game for the PC is Need for Speed: Most Wanted, did you ever play it?"
Need for Speed: Most Wanted,,,,,,driving/racing,first person,,,,,,"A first person driving/racing game I played recently was Need for Speed: Most Wanted, are you familiar with it?"
Need for Speed: Most Wanted,,,,,,driving/racing,first person,,,,,,"I was playing  Need for Speed: Most Wanted last night, you heard of it? It's a first person driving game."
Need for Speed: Most Wanted,,,,T (for Teen),,,first person,,,,,,"Speaking of T rated games with a first person perspective, are you familiar with Need for Speed: Most Wanted?"
Need for Speed: Most Wanted,,,,T (for Teen),,,first person,,,,,,I know you're looking for a first person game rated T (for Teen) for your kid. Have you ever played Need for Speed: Most Wanted?
Need for Speed: Most Wanted,,,EA Redwood Shores,,,driving/racing,,,,,,,"While we're on the subject of driving/racing games made by EA Redwood Shores, are you familiar with Need for Speed: Most Wanted?"
