name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Anthem,,,,,,"action-adventure, role-playing, shooter",third person,,,,,,Do you mean Anthem that is a third person action-adventure and role-playing shooter?
Anthem,,"February 22, 2020",,,,,,yes,,,,,"Are you talking about Anthem with multiplayer that is expected to be released on February 22, 2020?"
Anthem,,,BioWare,,,,,,PlayStation,,,,Is that Anthem developed by BioWare that you can play on PlayStation?
Anthem,,,,,,"action-adventure, role-playing, shooter",,yes,,,,,Do you mean Anthem that is an action-adventure and role-playing shooter with multiplayer?
Anthem,,,,,,,,yes,PlayStation,,,,Is that Anthem that you can play on PlayStation with multiplayer?
Tomb Raider: The Angel of Darkness,2003,,Core Design,,,,,,,,,,Are you talking about the Tomb Raider: The Angel of Darkness developed by Core Design from 2003?
Tomb Raider: The Angel of Darkness,,,,,,,third person,,PC,,,,Do you mean Tomb Raider: The Angel of Darkness with a third person perspective that you can play on PC?
Tomb Raider: The Angel of Darkness,,,,T (for Teen),,,,,,,,yes,Is that the Tomb Raider: The Angel of Darkness with a T ESRB content rating that has a Mac release?
Tomb Raider: The Angel of Darkness,,,,,,,,no,,,no,,Are you talking about the Tomb Raider: The Angel of Darkness with a Linux release that doesn't have multiplayer?
Tomb Raider: The Angel of Darkness,,,Core Design,,,,,,,yes,,,Do you mean the Tomb Raider: The Angel of Darkness developed by Core Design that is available on Steam?
Worms: Reloaded,,,,,,"action, platformer, strategy",,,PC,,,,"You mean Worms: Reloaded, the PC action platformer strategy game?"
Worms: Reloaded,,,,,,,side view,,,yes,,,"Are you talking about the side view game Worms: Reloaded, the one that is available on Steam?"
Worms: Reloaded,,,Team17 Digital Ltd,,,,,,PC,,,,Are you talking about the PC game by Team17 Digital Ltd called Worms: Reloaded?
Worms: Reloaded,2010,,,,,,,,PC,,,,"Is that Worms: Reloaded, the 2010 PC game?"
Worms: Reloaded,,,,,,,,,,,yes,yes,"Are you talking about Worms: Reloaded, the game released on Linux and Mac?"
Shadow of the Tomb Raider,,"September 14, 2019",,,,,,,Xbox,,,,"Do you mean the Shadow of the Tomb Raider expected to be released on September 14, 2019 that you will be able to play on Xbox?"
Shadow of the Tomb Raider,,,Eidos Montréal,,,,third person,,,,,,Is that the Shadow of the Tomb Raider developed by Eidos Montréal with a third person perspective?
Shadow of the Tomb Raider,,,,,,"adventure, shooter",,,Xbox,,,,"Are you talking about Shadow of the Tomb Raider, the adventure shooter that you can play on Xbox?"
Shadow of the Tomb Raider,,"September 14, 2019",Eidos Montréal,,,,,,,,,,"Is that the Shadow of the Tomb Raider developed by Eidos Montréal that is expected to be released on September 14, 2019?"
Shadow of the Tomb Raider,,,,,,"adventure, shooter",third person,,,,,,Do you mean the Shadow of the Tomb Raider with a third person perspective and adventure shooter elements?
Hellblade: Senua's Sacrifice,,,,,,,,,PC,yes,,,Are you talking about Hellblade: Senua's Sacrifice which is available on Steam for the PC?
Hellblade: Senua's Sacrifice,2017,,Ninja Theory,,,,,,,,,,Is that the Hellblade: Senua's Sacrifice developed by Ninja Theory and released in 2017?
Hellblade: Senua's Sacrifice,,,,,,"adventure, hack-and-slash, indie",third person,,,,,,"Is it Hellblade: Senua's Sacrifice that you're talking about, which has a third person perspective and fits in the genres of adventure, hack-and-slash, and indie?"
Hellblade: Senua's Sacrifice,,,,M (for Mature),,,,,,,no,,"Are you referring to Hellblade: Senua's Sacrifice, which has a M (for Mature) rating and has no linux release?"
Hellblade: Senua's Sacrifice,2017,,,,,,,no,,,,,"Is it Hellblade: Senua's Sacrifice you are referring to,  released in 2017 and with no multiplayer?"
FIFA 12,2011,,EA Canada,,,,,,,,,,"That's the FIFA 12 from EA Canada, released in 2011?"
FIFA 12,,,,,,"simulation, sport",bird view,,,,,,"You're talking about FIFA 12, the simulation sports game with a birds' eye view?"
FIFA 12,,,,E (for Everyone),,,,,Nintendo,,,,"So you mean FIFA 12, rated E (for Everyone), for the Nintendo system?"
FIFA 12,,,,,,,,yes,Nintendo,,,,"To clarify, that's FIFA 12 with the multiplayer mode for the Nintendo platform?"
FIFA 12,,,EA Canada,,,"simulation, sport",,,,,,,Oh! So you're referring to the FIFA 12 sports simulation game from EA Canada?
Undertale,,,tobyfox,,,,,,,yes,,,"Do you mean Undertale, the game tobyfox made that's available on Steam?"
Undertale,,,,,,,bird view,,,,yes,,"Undertale, that bird-view game that's available on Linux, right?"
Undertale,2015,,,,,"adventure, indie, role-playing",,,,,,,"2015's indie adventure RPG Undertale, is that correct?"
Undertale,,,,E (for Everyone),,,,no,,,,,"Undertale is the single player game rated E for Everyone, if I remember right?"
Undertale,,,,,,,,,,,yes,yes,"Are you talking about Undertale, which is available on both Mac and Linux?"
BioShock,2007,,,,,"action-adventure, role-playing, shooter",,,,,,,Are you talking about the 2007 action-adventure roleplaying shooter game BioShock?
BioShock,2007,,2K Boston,,,,,,,,,,"Are you talking about BioShock, which was released in 2007 by 2K Boston?"
BioShock,,,,,,,first person,,,yes,,,Are you talking about the first person perspective game BioShock that can be bought on Steam?
BioShock,,,,M (for Mature),,,,,PC,,,,Are you talking about the M rated PC game BioShock?
BioShock,,,,,,,,,PC,yes,,,"Are you talking about BioShock, the PC game you can buy on Steam?"
The Elder Scrolls Online,2014,,,,,,,,PC,,,,Are you talking about The Elder Scrolls Online which was released on PC in 2014?
The Elder Scrolls Online,,,,,,MMORPG,,,PC,,,,You mean the PC MMORPG game The Elder Scrolls Online?
The Elder Scrolls Online,2014,,ZeniMax Online Studios,,,,,,,,,,"The game Elder Scrolls Online, which was released by ZeniMax Online Studios in 2014?"
The Elder Scrolls Online,,,ZeniMax Online Studios,,,,,,PC,,,,"Is it the PC game, The Elder Scrolls Online, which was developed by ZeniMax Online Studios?"
The Elder Scrolls Online,,,,,,MMORPG,,,,,,yes,Was it the MMORPG game The Elder Scrolls Online that was released on Mac?
Heroes of Might and Magic III: The Restoration of Erathia,1999,,,,,turn-based strategy,,,,,,,"Is that the Heroes of Might and Magic III: The Restoration of Erathia with turn-based strategy, released in 1999?"
